Name,Pos,Active,HoF,All_Star,All_Nba,All_Def,Score_Champ,Assit_Champ,Trb_Champ,MVP,GP,PPG,TRPG,APG,BPG,SPG,3PG,TP,TR,TAST,TBLKS,TSTLS,T3PS,FG%,FT%,3P%,EF%,DRTG,ORTG,VORP,BPM,EFF,Win_Shares
Andre Wakefield,2,0,0,0,0,0,0,0,0,0,81,2.3,1.0,0.9,0.0,0.2,0.0,187,80,73,2,20,0,35.4,70.8,-,35.4,108,77,-0.9,-7.9,4.4,-1.1
Neal Walk,5,0,0,0,0,0,0,0,0,0,568,12.6,7.7,2.1,0.4,0.6,-,7157,4392,1214,105,140,-,45.9,75.8,-,-,98,,3.7,0.8,16.9,30.3
Andy Walker,3,0,0,0,0,0,0,0,0,0,40,4.5,1.9,0.8,0.2,0.5,-,180,75,32,7,20,-,46.2,76.6,-,-,99,,0.0,-2.4,13.0,0.7
Antoine Walker,4,0,0,3,0,0,0,0,0,0,893,17.5,7.7,3.5,0.5,1.2,1.6,15647,6891,3170,469,1085,1386,41.4,63.3,32.5,46.1,105,97,21.9,0.8,16.0,38.1
Brady Walker,4,0,0,0,0,0,0,0,0,0,228,7.0,5.4,1.4,-,-,-,1603,549,328,-,-,-,38.0,63.3,-,-,-,-,-,-,15.5,6.9
Chet Walker,3,0,1,7,0,0,0,0,0,0,1032,18.2,7.1,2.1,0.1,0.7,-,18831,7314,2126,10,117,-,47.0,79.6,-,-,97,,5.6,2.3,17.6,117.4
Darrell Walker,2,0,0,0,0,0,0,0,0,0,720,8.9,4.4,4.6,0.3,1.5,0.0,6389,3134,3276,225,1090,6,43.5,71.3,5.9,43.5,106,101,14.2,1.0,13.7,27.4
Foots Walker,1,0,0,0,0,0,0,0,0,0,658,6.4,2.6,4.7,0.1,1.5,0.0,4199,1686,3111,83,992,10,43.5,76.2,22.7,43.6,102,106,10.5,0.8,13.7,31.0
Henry Walker,2,0,0,0,0,0,0,0,0,0,181,6.0,2.2,0.8,0.1,0.5,1.0,1079,401,153,27,93,190,44.6,76.0,36.9,55.6,108,107,0.5,-1.3,10.8,5.0
Horace Walker,3,0,0,0,0,0,0,0,0,0,65,6.7,7.2,1.1,-,-,-,438,466,69,-,-,-,33.9,72.5,-,-,-,-,-,-,10.2,0.3
Jimmy Walker,2,0,0,2,0,0,0,0,0,0,698,16.7,2.7,3.5,0.2,1.1,-,11655,1860,2429,36,253,-,46.1,82.9,-,-,103,,0.7,-1.7,14.4,42.9
Kemba Walker,1,1,0,2,0,0,0,0,0,0,556,19.3,3.8,5.4,0.4,1.3,2.0,10737,2100,3028,214,743,1130,41.6,83.3,35.7,47.9,108,108,21.1,2.4,19.1,44.6
Kenny Walker,4,0,0,0,0,0,0,0,0,0,448,7.0,4.0,0.7,0.7,0.5,0.0,3128,1793,299,299,235,7,48.5,74.9,20.6,48.7,109,112,1.7,-1.2,11.9,17.9
Phil Walker,2,0,0,0,0,0,0,0,0,0,40,4.5,1.3,1.4,0.1,0.4,-,178,52,54,5,14,-,35.4,66.7,-,-,102,82,-0.4,-6.0,9.0,-0.4
Samaki Walker,4,0,0,0,0,0,0,0,0,0,445,5.3,4.7,0.6,0.7,0.3,0.0,2376,2089,252,316,134,1,46.2,63.0,11.1,46.2,101,100,-1.8,-3.0,12.7,14.2
Wally Walker,3,0,0,0,0,0,0,0,0,0,565,7.0,3.1,1.5,0.2,0.4,0.0,3968,1759,844,111,216,3,46.7,64.3,20.0,46.7,106,100,-0.8,-2.3,11.4,12.9
John Wall,1,1,0,5,1,1,0,0,0,0,573,19.0,4.3,9.2,0.7,1.7,0.9,10879,2483,5282,396,976,539,43.3,78.1,32.4,46.2,106,104,22.1,2.3,19.5,44.2
Ben Wallace,4,0,0,4,5,6,0,0,2,0,1088,5.7,9.6,1.3,2.0,1.3,0.0,6254,10482,1437,2137,1369,7,47.4,41.4,13.7,47.5,96,106,47.6,3.9,15.5,93.5
Gerald Wallace,4,0,0,1,0,1,0,0,0,0,832,11.9,5.8,2.1,0.8,1.4,0.5,9933,4838,1725,681,1200,407,46.9,70.9,31.2,49.6,103,107,27.3,2.4,16.3,59.7
John Wallace,3,0,0,0,0,0,0,0,0,0,381,7.6,2.8,0.7,0.6,0.4,0.0,2901,1061,281,216,134,15,46.2,74.0,30.0,46.5,106,98,-3.8,-4.5,14.0,6.4
Rasheed Wallace,4,0,0,4,0,0,0,0,0,0,1109,14.4,6.7,1.8,1.3,1.0,1.0,16006,7404,1994,1460,1090,1086,46.7,72.1,33.6,50.7,101,107,37.5,2.1,17.0,105.1
Red Wallace,1,0,0,0,0,0,0,0,0,0,61,9.1,-,1.0,-,-,-,556,,58,-,-,-,27.8,54.1,-,-,-,-,-,-,-,1.9
Tyrone Wallace,1,1,0,0,0,0,0,0,0,0,54,7.1,2.6,1.5,0.3,0.6,0.2,381,138,83,15,34,10,44.8,71.7,21.3,46.3,112,100,-0.2,-2.8,10.0,0.7
Dwight Waller,4,0,0,0,0,0,0,0,0,0,20,2.0,2.7,0.3,,-,0.0,40,53,6,,-,0,37.8,46.2,0.0,37.8,-,-,-,-,7.1,0.1
Jamie Waller,2,0,0,0,0,0,0,0,0,0,9,4.7,1.4,0.3,0.1,0.4,0.0,42,13,3,1,4,0,40.0,55.6,0.0,40.0,111,83,-0.2,-8.9,7.1,-0.2
Taurean Prince,3,1,0,0,0,0,0,0,0,0,162,11.2,3.9,2.0,0.5,0.9,1.6,1809,629,317,76,152,260,42.2,82.6,37.2,50.8,110,99,0.6,-1.4,12.0,3.3
Jim Walsh,4,0,0,0,0,0,0,0,0,0,10,2.0,1.5,0.8,-,-,-,20,15,8,-,-,-,18.5,58.8,-,-,-,-,-,-,5.0,-0.2
Matt Walsh,2,0,0,0,0,0,0,0,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,100.0,0.0,-,100.0,113,42,0.0,-25.9,-2.4,0.0
Rex Walters,1,0,0,0,0,0,0,0,0,0,335,4.6,1.2,1.7,0.1,0.4,0.6,1547,403,569,30,129,187,44.1,80.9,36.1,51.4,111,107,-1.5,-3.3,11.2,6.3
Paul Walther,2,0,0,1,0,0,0,0,0,0,370,7.7,3.7,2.6,-,-,-,2838,1168,974,-,-,-,36.2,70.8,-,-,-,-,-,-,12.9,20.3
Isaac Walthour,1,0,0,0,0,0,0,0,0,0,4,0.5,0.3,0.5,-,-,-,2,1,2,-,-,-,16.7,-,-,-,-,-,-,-,-5.4,-0.1
Bill Walton,5,0,1,2,2,2,0,0,1,1,468,13.3,10.5,3.4,2.2,0.8,0.0,6215,4923,1590,1034,380,0,52.1,66.0,0.0,52.1,96,103,21.4,4.4,20.0,39.3
Derrick Walton,1,0,0,0,0,0,0,0,0,0,16,1.8,1.0,1.0,0.2,0.4,0.4,29,16,16,3,7,7,32.0,100.0,41.2,46.0,106,123,0.1,-0.5,11.2,0.4
Lloyd Walton,1,0,0,0,0,0,0,0,0,0,341,4.2,1.1,3.6,0.1,0.8,0.0,1442,370,1243,28,264,1,45.4,71.1,25.0,45.5,106,97,-3.3,-4.4,11.4,5.2
Luke Walton,3,0,0,0,0,0,0,0,0,0,564,4.7,2.8,2.3,0.2,0.6,0.3,2649,1588,1317,102,313,182,42.9,71.5,32.6,46.6,108,103,1.9,-1.2,11.7,13.5
Brad Wanamaker,1,1,0,0,0,0,0,0,0,0,13,2.7,0.8,1.4,0.0,0.2,0.3,35,11,18,0,3,4,44.8,83.3,36.4,51.7,108,105,-0.1,-4.6,12.1,0.2
Bobby Wanzer,1,0,1,5,3,0,0,0,0,0,568,12.2,4.5,3.2,-,-,-,6924,1979,1830,-,-,-,39.3,80.2,-,-,-,-,-,-,17.2,63.9
Perry Warbington,1,0,0,0,0,0,0,0,0,0,5,2.0,1.6,3.2,0.0,0.0,-,10,8,16,0,0,-,19.0,100.0,-,-,103,,-0.2,-11.4,3.1,-0.3
Charlie Ward,1,0,0,0,0,0,0,0,0,0,630,6.3,2.6,4.0,0.2,1.2,1.0,3947,1648,2539,128,776,639,40.8,77.1,36.4,50.2,100,103,13.3,1.8,13.8,33.0
Gerry Ward,2,0,0,0,0,0,0,0,0,0,169,3.2,1.7,1.4,-,-,-,542,294,237,-,-,-,35.6,63.9,-,-,-,-,-,-,6.6,1.0
Henry Ward,2,0,0,0,0,0,0,0,0,0,88,4.7,2.0,0.5,0.2,0.3,0.1,413,173,41,15,22,6,44.4,70.5,26.1,45.2,105,97,-0.8,-5.8,11.3,0.6
Casper Ware,1,0,0,0,0,0,0,0,0,0,9,5.3,1.0,1.1,0.0,0.9,0.8,48,9,10,0,8,7,42.9,83.3,33.3,51.2,109,105,0.0,-3.6,13.0,0.2
Jim Ware,4,0,0,0,0,0,0,0,0,0,64,2.3,2.4,0.2,-,-,0.0,150,153,14,-,-,0,29.3,64.2,-,29.3,-,-,-,-,6.8,-1.0
Ben Warley,4,0,0,1,0,0,0,0,0,0,436,8.5,5.6,0.8,-,-,0.7,3686,2436,356,-,-,98,41.8,75.1,28.4,43.4,-,-,-,-,14.0,16.4
Bob Warlick,2,0,0,0,0,0,0,0,0,0,186,7.9,3.0,2.1,-,-,0.0,1473,566,387,-,-,0,40.1,60.3,0.0,40.1,-,-,-,-,11.9,0.8
Cornell Warner,5,0,0,0,0,0,0,0,0,0,445,6.4,7.5,1.1,0.6,0.5,-,2860,3353,494,144,132,-,45.2,67.2,-,-,96,,1.2,-1.3,11.3,15.8
Jameel Warney,4,0,0,0,0,0,0,0,0,0,3,5.7,3.0,0.0,0.0,0.0,0.0,17,9,0,0,0,0,58.3,60.0,-,58.3,113,119,-0.1,-12.2,22.6,0.1
Bob Warren,2,0,0,0,0,0,0,0,0,0,486,8.9,3.2,1.8,0.2,0.5,0.2,4347,1546,898,28,65,96,44.0,80.1,26.2,45.4,106,103,0.2,-1.6,13.1,20.7
John Warren,1,0,0,0,0,0,0,0,0,0,303,6.0,2.3,1.9,0.1,0.4,-,1814,687,564,6,27,-,43.0,82.7,-,-,101,,-0.3,-3.5,11.1,4.3
T.J. Warren,3,1,0,0,0,0,0,0,0,0,247,14.2,4.2,1.1,0.5,0.9,0.5,3519,1027,270,127,226,133,50.0,76.5,33.1,52.3,113,111,1.6,-1.1,16.5,12.9
Willie Warren,1,0,0,0,0,0,0,0,0,0,19,1.9,0.6,1.4,0.0,0.3,0.3,37,12,27,0,6,5,37.1,75.0,33.3,44.3,110,105,-0.1,-4.5,10.8,0.2
Bryan Warrick,1,0,0,0,0,0,0,0,0,0,169,4.0,1.3,2.6,0.1,0.5,0.0,677,218,437,19,80,5,44.3,74.7,20.8,44.7,107,96,-1.5,-4.5,9.0,1.6
Hakim Warrick,4,0,0,0,0,0,0,0,0,0,526,9.4,4.0,0.8,0.3,0.4,0.0,4947,2117,400,154,218,21,49.0,72.6,19.1,49.3,110,108,-2.9,-3.1,15.5,20.4
Chris Washburn,5,0,0,0,0,0,0,0,0,0,72,3.1,2.4,0.3,0.2,0.2,0.0,222,176,22,16,11,0,41.2,43.9,0.0,41.2,110,85,-1.0,-7.9,7.6,-0.6
Bobby Washington,1,0,0,0,0,0,0,0,0,0,118,5.9,2.0,3.5,-,-,0.0,700,234,413,-,-,0,39.7,77.6,-,39.7,-,-,-,-,14.4,2.1
Darius Washington,2,0,0,0,0,0,0,0,0,0,18,2.9,1.1,0.8,0.0,0.3,0.2,53,20,15,0,5,4,43.8,53.8,33.3,47.9,103,89,-0.1,-4.2,9.0,0.0
Donald Washington,4,0,0,0,0,0,0,0,0,0,56,3.9,1.8,0.6,0.4,0.2,0.0,220,102,33,20,13,0,45.3,67.9,0.0,45.3,105,94,-0.2,-4.0,9.5,0.4
Duane Washington,2,0,0,0,0,0,0,0,0,0,19,2.8,1.3,2.1,0.0,0.7,0.1,54,24,39,0,13,2,38.3,80.0,50.0,40.4,107,107,0.0,-1.7,13.4,0.4
Eric Washington,2,0,0,0,0,0,0,0,0,0,104,6.9,2.1,1.0,0.4,0.8,0.8,716,216,108,43,78,81,40.2,75.7,34.6,46.1,114,98,-1.0,-3.7,9.5,0.1
Jim Washington,5,0,0,0,0,0,0,0,0,0,774,10.6,8.6,1.4,0.6,0.5,-,8168,6637,1105,100,83,-,44.9,70.5,-,-,98,,0.7,-1.3,12.6,39.3
Kermit Washington,4,0,0,1,0,2,0,0,0,0,507,9.2,8.3,1.4,1.1,0.8,0.0,4666,4232,695,550,403,0,52.6,65.6,0.0,52.6,101,113,11.7,1.6,16.0,36.0
Pearl Washington,1,0,0,0,0,0,0,0,0,0,194,8.6,1.9,3.8,0.1,1.3,0.1,1660,370,733,15,256,16,45.2,74.6,18.4,45.8,110,97,-0.4,-2.4,12.4,1.9
Richard Washington,4,0,0,0,0,0,0,0,0,0,351,9.8,6.3,1.2,0.8,0.6,0.0,3456,2204,409,277,224,1,45.3,71.1,25.0,45.3,102,98,-0.6,-2.3,13.3,10.8
Stan Washington,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,-,0,0,0,0,0,-,0.0,-,-,-,101,,0.0,-17.8,-10.3,0.0
Trooper Washington,5,0,0,1,0,0,0,0,0,0,426,10.6,10.0,2.4,,,0.0,4499,4271,1027,,,6,53.2,61.5,33.3,53.2,-,-,-,-,14.8,33.1
Wilson Washington,4,0,0,0,0,0,0,0,0,0,100,7.3,4.5,0.6,1.0,0.5,-,731,450,57,104,49,-,49.7,60.5,-,-,100,93,-0.5,-3.1,12.4,2.1
Yuta Watanabe,2,1,0,0,0,0,0,0,0,0,3,1.3,1.7,0.0,0.3,0.0,0.0,4,5,0,1,0,0,33.3,100.0,0.0,33.3,103,85,0.0,-13.6,8.7,0.0
Darryl Watkins,5,0,0,0,0,0,0,0,0,0,14,2.5,2.8,0.2,0.4,0.5,0.0,35,39,3,6,7,0,41.4,47.8,-,41.4,104,78,-0.2,-6.4,6.5,-0.1
Bobby Watson,1,0,0,0,0,0,0,0,0,0,63,2.8,1.4,1.3,-,-,-,175,87,79,-,-,-,32.3,68.9,-,-,-,-,-,-,-,-
C.J. Watson,1,0,0,0,0,0,0,0,0,0,600,7.2,1.9,2.5,0.1,0.9,0.8,4344,1156,1485,67,559,471,41.9,81.2,37.3,48.4,108,108,4.1,-0.7,13.1,24.1
Earl Watson,1,0,0,0,0,0,0,0,0,0,878,6.4,2.3,4.4,0.2,1.0,0.6,5593,1985,3871,176,873,502,41.1,70.3,32.4,46.0,108,100,1.0,-1.8,12.1,19.2
Jamie Watson,3,0,0,0,0,0,0,0,0,0,102,3.2,1.5,1.1,0.2,0.6,0.1,323,149,117,17,65,12,46.8,69.4,31.6,49.1,106,96,0.3,-1.0,9.2,1.2
Ron Watts,4,0,0,0,0,0,0,0,0,0,28,1.4,1.4,0.1,-,-,-,40,39,2,-,-,-,26.1,69.6,-,-,-,-,-,-,8.9,-0.1
Samuel Watts,2,0,0,0,0,0,0,0,0,0,54,5.2,1.8,0.8,-,-,0.3,281,99,45,-,-,14,38.0,73.1,34.1,40.4,-,-,-,-,6.9,0.0
Slick Watts,1,0,0,0,0,1,0,1,0,0,437,8.9,3.2,6.1,0.3,2.2,-,3901,1398,2678,111,961,-,41.3,59.7,-,-,97,91,10.9,1.8,14.9,13.8
Maalik Wayns,1,0,0,0,0,0,0,0,0,0,29,2.7,0.3,1.0,0.0,0.3,0.2,78,9,29,0,8,7,30.0,89.5,22.6,33.9,109,84,-0.4,-9.8,5.7,-0.3
David Wear,4,0,0,0,0,0,0,0,0,0,2,0.0,1.0,0.5,0.0,0.0,0.0,0,2,1,0,0,0,0.0,-,0.0,0.0,117,78,0.0,-3.0,2.4,0.0
Travis Wear,3,0,0,0,0,0,0,0,0,0,68,4.0,2.1,0.7,0.2,0.3,0.4,274,144,47,16,19,28,38.8,82.4,36.4,43.8,111,92,-0.9,-5.8,8.1,-0.1
Clarence Weatherspoon,4,0,0,0,0,0,0,0,0,0,915,11.5,7.5,1.5,0.9,1.0,0.0,10483,6846,1346,794,880,10,47.1,74.3,19.6,47.2,106,107,13.4,-0.1,15.6,58.4
Nick Weatherspoon,3,0,0,0,0,0,0,0,0,0,453,9.0,4.9,0.9,0.3,0.8,0.0,4086,2232,418,145,344,0,45.5,71.3,-,45.5,101,101,-0.8,-2.3,12.8,15.2
Kyle Weaver,2,0,0,0,0,0,0,0,0,0,73,5.0,2.2,1.6,0.5,0.8,0.6,363,158,119,33,55,42,44.1,73.6,35.3,51.0,109,101,0.3,-1.3,10.3,1.5
James Webb III,3,0,0,0,0,0,0,0,0,0,10,1.6,2.4,0.4,0.0,0.1,0.4,16,24,4,0,1,4,25.0,-,21.1,33.3,114,81,-0.1,-6.6,2.2,-0.1
Jeff Webb,2,0,0,0,0,0,0,0,0,0,75,2.1,0.8,0.6,-,-,-,161,59,42,-,-,-,37.6,71.1,-,-,-,-,-,-,6.6,-0.1
Marcus Webb,4,0,0,0,0,0,0,0,0,0,9,4.3,1.1,0.2,0.2,0.1,0.0,39,10,2,2,1,0,52.0,61.9,0.0,52.0,109,109,0.0,-3.3,20.1,0.1
Spud Webb,1,0,0,0,0,0,0,0,0,0,814,9.9,2.1,5.3,0.1,1.1,0.4,8072,1742,4342,111,922,320,45.2,84.8,31.4,47.7,110,110,5.7,-0.9,15.1,40.2
Chris Webber,5,0,0,5,5,0,0,0,1,0,831,20.7,9.8,4.2,1.4,1.4,0.3,17182,8124,3526,1200,1197,264,47.9,64.9,29.9,48.7,101,104,45.9,3.9,20.9,84.7
Briante Weber,1,0,0,0,0,0,0,0,0,0,45,3.2,1.9,1.4,0.2,0.9,0.1,143,86,64,9,39,5,40.8,73.3,19.2,42.6,106,97,0.0,-1.8,10.1,0.6
Jake Weber,5,0,0,0,0,0,0,0,0,0,50,3.5,-,0.1,-,-,-,173,,4,-,-,-,29.2,69.6,-,-,-,-,-,-,-,1.4
Elnardo Webster,3,0,0,0,0,0,0,0,0,0,24,5.1,1.8,0.7,,-,0.0,122,44,16,,-,1,45.9,72.4,25.0,46.3,-,-,-,-,9.2,0.5
Jeff Webster,3,0,0,0,0,0,0,0,0,0,11,1.6,0.6,0.3,0.0,0.4,0.2,18,7,3,0,4,2,34.8,-,33.3,39.1,106,82,-0.1,-5.8,7.0,0.0
Martell Webster,3,0,0,0,0,0,0,0,0,0,580,8.7,3.1,1.0,0.3,0.5,1.4,5056,1811,588,160,299,790,41.8,79.1,38.2,51.5,109,109,4.6,-0.7,11.7,24.7
Marvin Webster,5,0,0,0,0,0,0,0,0,0,617,7.0,6.8,1.2,1.4,0.4,0.0,4302,4218,752,881,228,2,48.8,62.1,28.6,48.8,100,102,8.9,0.6,13.8,29.4
Scott Wedman,3,0,0,2,0,1,0,0,0,0,906,13.2,4.8,2.0,0.3,0.9,0.2,11916,4355,1771,301,846,84,48.1,79.4,33.5,48.5,104,107,12.9,0.0,14.2,53.7
Sonny Weems,2,0,0,0,0,0,0,0,0,0,183,6.5,2.2,1.4,0.2,0.5,0.2,1189,402,257,28,84,34,46.5,70.2,28.3,48.0,114,97,-1.9,-4.2,10.1,0.0
Dick Wehr,4,0,0,0,0,0,0,0,0,0,9,1.3,-,0.3,-,-,-,12,,3,-,-,-,23.8,33.3,-,-,-,-,-,-,-,-0.1
Brant Weidner,4,0,0,0,0,0,0,0,0,0,8,1.0,1.4,0.0,0.3,0.0,0.0,8,11,0,2,0,0,22.2,100.0,-,22.2,112,88,-0.1,-11.3,5.4,0.0
Bob Weiss,1,0,0,0,0,0,0,0,0,0,783,7.6,1.8,3.7,0.2,1.0,-,5989,1398,2931,52,287,-,42.8,82.8,-,-,97,,0.2,-1.8,12.5,31.2
Rick Weitzman,2,0,0,0,0,0,0,0,0,0,25,1.3,0.4,0.3,-,-,-,33,10,8,-,-,-,26.1,69.2,-,-,-,-,-,-,5.6,-0.3
Bonzi Wells,3,0,0,0,0,0,0,0,0,0,591,12.1,4.6,2.1,0.3,1.3,0.4,7147,2737,1249,192,769,223,46.0,69.7,32.7,47.9,101,100,9.3,0.4,16.1,29.4
Bubba Wells,2,0,0,0,0,0,0,0,0,0,39,3.3,1.7,0.9,0.1,0.4,0.0,128,68,34,4,15,1,41.4,72.1,16.7,41.8,107,93,-0.3,-5.0,11.1,0.1
Owen Wells,3,0,0,0,0,0,0,0,0,0,33,3.0,1.1,0.7,0.1,0.3,-,99,35,22,3,9,-,42.0,68.2,-,-,100,,-0.1,-4.1,12.9,0.1
Ralph Wells,1,0,0,0,0,0,0,0,0,0,3,0.7,2.0,2.3,-,-,-,2,6,7,-,-,-,14.3,0.0,-,-,-,-,-,-,-0.2,-0.2
Chris Welp,5,0,0,0,0,0,0,0,0,0,109,3.3,2.4,0.4,0.5,0.3,0.0,359,265,43,54,34,0,44.6,68.1,0.0,44.6,109,99,-0.4,-3.5,8.7,1.0
Jiri Welsch,3,0,0,0,0,0,0,0,0,0,247,6.1,2.4,1.5,0.1,0.8,0.5,1519,602,375,15,187,118,40.3,75.2,34.3,44.9,106,100,-0.1,-2.1,11.2,5.7
Thomas Welsh,5,1,0,0,0,0,0,0,0,0,8,1.6,0.4,0.4,0.0,0.0,0.4,13,3,3,0,0,3,50.0,-,42.9,65.0,113,124,0.0,-1.8,16.2,0.1
Bill Wennington,5,0,0,0,0,0,0,0,0,0,720,4.6,3.0,0.6,0.3,0.3,0.0,3301,2148,440,248,226,5,45.9,78.7,13.9,46.0,105,104,-2.7,-3.1,10.9,17.7
Matt Wenstrom,5,0,0,0,0,0,0,0,0,0,11,1.6,1.1,0.0,0.2,0.0,0.0,18,12,0,2,0,0,60.0,60.0,-,60.0,109,107,-0.1,-9.6,15.6,0.1
Robert Werdann,5,0,0,0,0,0,0,0,0,0,47,2.1,1.7,0.2,0.2,0.3,0.0,101,81,9,8,13,0,37.8,57.4,0.0,37.8,103,90,-0.3,-6.0,9.8,0.1
Ray Wertis,1,0,0,0,0,0,0,0,0,0,68,3.6,-,0.7,-,-,-,246,,45,-,-,-,21.0,59.0,-,-,-,-,-,-,-,-1.4
David Wesley,1,0,0,0,0,0,0,0,0,0,949,12.5,2.5,4.4,0.2,1.3,1.2,11842,2405,4159,161,1280,1123,42.4,78.6,36.8,48.0,107,106,16.3,0.1,14.2,61.3
Walt Wesley,5,0,0,0,0,0,0,0,0,0,590,8.5,5.5,0.7,0.3,0.2,-,5002,3243,385,25,16,-,43.4,63.0,-,-,94,,-0.1,-2.8,13.6,9.5
David West,3,0,0,2,0,0,0,0,0,0,1034,13.6,6.4,2.2,0.8,0.7,0.1,14034,6590,2273,850,764,57,49.5,81.7,26.5,49.8,104,109,25.8,1.5,18.6,85.9
Delonte West,1,0,0,0,0,0,0,0,0,0,432,9.7,2.9,3.6,0.4,1.1,0.9,4198,1265,1540,179,465,376,44.8,82.6,37.2,50.1,106,107,7.6,0.5,13.9,24.5
Doug West,2,0,0,0,0,0,0,0,0,0,676,9.6,2.5,1.9,0.3,0.7,0.1,6477,1670,1292,189,459,37,48.1,80.1,19.1,48.4,113,106,-2.2,-2.5,11.5,17.7
Jerry West,1,0,1,14,12,5,1,1,0,0,932,27.0,5.8,6.7,0.7,2.6,-,25192,5366,6238,23,81,-,47.4,81.4,-,-,95,,1.7,5.0,22.9,162.6
Mario West,2,0,0,0,0,0,0,0,0,0,162,1.0,0.9,0.3,0.0,0.3,0.0,154,142,51,8,45,2,44.8,56.3,20.0,45.6,106,106,0.2,-1.0,9.4,1.4
Mark West,5,0,0,0,0,0,0,0,0,0,1090,5.7,4.9,0.4,1.3,0.3,0.0,6259,5347,428,1403,326,0,58.0,56.8,0.0,58.0,105,108,5.6,-0.9,12.0,41.9
Roland West,1,0,0,0,0,0,0,0,0,0,4,1.0,1.3,0.0,-,-,-,4,5,0,-,-,-,40.0,-,-,-,-,-,-,-,6.8,0.0
Dexter Westbrook,4,0,0,0,0,0,0,0,0,0,12,4.0,1.9,0.4,-,-,0.0,48,23,5,-,-,0,48.7,71.4,-,48.7,-,-,-,-,7.0,0.3
Russell Westbrook,1,1,0,7,7,0,2,1,0,1,773,22.9,6.8,8.2,0.3,1.8,1.1,17690,5221,6369,223,1367,832,43.5,80.8,30.8,46.4,105,109,57.8,6.6,23.8,92.2
Paul Westphal,2,0,0,5,4,0,0,0,0,0,823,15.6,1.9,4.4,0.3,1.3,0.2,12809,1580,3591,262,1022,55,50.4,82.0,27.5,50.6,101,109,18.0,1.5,19.4,67.7
John Wetzel,3,0,0,0,0,0,0,0,0,0,357,3.4,1.9,1.4,0.2,0.8,-,1215,682,494,30,133,-,42.9,81.0,-,-,98,,0.0,-2.0,9.5,6.6
Robert Whaley,5,0,0,0,0,0,0,0,0,0,23,2.1,1.9,0.7,0.3,0.3,0.0,49,43,17,8,7,0,40.4,50.0,-,40.4,105,87,-0.1,-3.5,7.6,0.0
Ennis Whatley,1,0,0,0,0,0,0,0,0,0,385,5.6,1.8,4.6,0.1,1.0,0.0,2150,679,1754,44,383,3,46.8,75.5,9.7,46.9,108,102,-0.8,-2.5,13.0,9.6
DeJuan Wheat,1,0,0,0,0,0,0,0,0,0,80,3.3,0.7,1.6,0.0,0.4,0.4,265,56,127,3,32,30,38.3,70.0,39.0,44.4,110,99,-0.4,-4.4,12.9,0.5
Clinton Wheeler,1,0,0,0,0,0,0,0,0,0,87,2.9,0.8,1.8,0.0,0.7,0.0,254,71,157,2,63,0,48.9,74.1,0.0,48.9,108,101,-0.1,-2.6,12.3,1.1
Tyson Wheeler,1,0,0,0,0,0,0,0,0,0,1,4.0,0.0,2.0,0.0,0.0,1.0,4,0,2,0,0,1,100.0,50.0,100.0,150.0,119,220,0.0,19.6,76.1,0.1
Skippy Whitaker,1,0,0,0,0,0,0,0,0,0,3,0.7,0.3,0.3,-,-,-,2,1,1,-,-,-,16.7,-,-,-,-,-,-,-,-8.7,-0.1
Andrew White,3,0,0,0,0,0,0,0,0,0,15,4.6,2.3,0.4,0.1,0.2,1.2,69,34,6,1,3,18,34.2,25.0,36.7,46.6,113,88,-0.3,-7.1,5.8,-0.1
D.J. White,4,0,0,0,0,0,0,0,0,0,138,5.9,3.2,0.6,0.4,0.3,0.0,810,437,80,57,39,1,50.7,72.0,33.3,50.7,109,108,-0.7,-3.4,14.5,3.8
Derrick White,1,1,0,0,0,0,0,0,0,0,43,4.8,2.2,2.3,0.3,0.6,0.4,208,96,101,12,24,19,41.6,75.6,33.9,46.6,110,99,-0.1,-2.3,10.5,0.6
Eric White,3,0,0,0,0,0,0,0,0,0,55,6.1,2.4,0.5,0.1,0.3,0.0,336,132,26,4,17,1,52.5,79.8,100.0,52.7,113,111,-0.4,-3.9,12.5,1.3
Herb White,1,0,0,0,0,0,0,0,0,0,38,2.4,1.3,1.2,-,-,-,90,48,47,-,-,-,40.5,56.4,-,-,-,-,-,-,8.4,0.1
Hubie White,2,0,0,0,0,0,0,0,0,0,120,4.8,2.2,0.9,-,-,0.1,578,264,110,-,-,9,36.6,70.6,18.0,37.3,-,-,-,-,8.5,-0.8
Jahidi White,4,0,0,0,0,0,0,0,0,0,334,5.9,5.8,0.2,1.1,0.4,0.0,1954,1944,63,355,119,0,51.0,53.4,0.0,51.0,103,101,-2.7,-3.8,14.2,10.4
James White,3,0,0,0,0,0,0,0,0,0,67,2.7,1.0,0.5,0.1,0.3,0.3,182,68,35,6,17,17,43.8,67.6,34.0,49.1,106,101,-0.2,-3.4,9.9,0.8
Jo Jo White,1,0,1,7,2,0,0,0,0,0,837,17.2,4.0,4.9,0.2,1.3,0.0,14399,3345,4095,112,686,1,44.4,83.4,16.7,44.4,101,95,6.9,-0.6,14.2,54.0
Okaro White,4,1,0,0,0,0,0,0,0,0,44,2.7,2.2,0.5,0.3,0.3,0.4,118,95,23,11,11,16,38.1,88.0,34.0,45.7,109,105,-0.1,-2.4,7.6,0.8
