EFF,PPG,TRPG,APG,BPG,SPG,FG%,FT%,EF%,DRTG,ORTG,VORP,BPM
10.9,7.5,1.2,2.3,0,0.7,44,76.8,46.5,110,98,-1.8,-4.1
11.3,3.9,2.2,0.4,0.4,0.3,40.4,85,43.8,107,93,-0.2,-4.9
13.5,13.3,2.7,2.4,0.1,0.8,44.5,80.1,52.3,112,107,2.8,-1
10.1,2.9,2.2,0.5,0.1,0.5,40.9,79.1,41.6,105,105,0,-2.1
14.1,13.6,3,5.4,0.4,1.2,43.5,72.2,47,113,101,-0.3,-2.3
13.6,9.6,3.8,2.8,0.4,1,45,77,50.1,106,106,17.6,1
12,10.3,2.2,2.8,0.3,0.7,40.1,85.2,48.2,111,105,3.4,-1.3
12.3,4.1,4.7,0.5,1.6,0.4,47.7,49.9,47.7,104,99,3.9,-0.8
12,3.6,1.2,0.6,0.1,0.3,41.1,81,52.1,110,113,0,-1.9
18.3,18.1,5.6,6,0.4,1.5,42.9,79.7,46.3,105,106,28.2,3.2
10.3,6.5,3.9,1,0.4,0.6,43.9,74.1,43.9,110,100,-1.2,-3
4.7,1.8,1,0.4,0.1,0.2,41.5,100,48.8,106,85,-0.1,-5.4
11.3,6.1,3.7,0.6,0.1,0.2,41.5,60.1,41.7,103,99,-0.1,-3.5
12,5.1,2.3,4.1,0.1,0.8,40.6,72.8,45.5,110,105,-0.3,-2.3
19.1,18.9,5.9,6.1,0.2,1.9,49,78.6,49,98,104,20.9,4.1
12.3,4.9,1.9,0.9,0.3,0.5,43.9,69.9,44.3,110,97,-0.5,-3.1
12.6,6,1,1.4,0,0.4,41.2,87.6,48.9,113,102,-1.6,-4
18.8,20.3,2.7,3.7,0.3,1,45.6,75.3,46.3,109,110,14.6,0.1
11.1,3.2,3.4,0.4,0.4,0.2,45.9,72.8,45.9,105,105,-0.2,-2.5
18.2,18.9,3.5,3.5,0.2,0.8,45.6,80,45.7,106,107,0.8,-1.5
4.6,3.2,2,0.6,0.1,0.4,29.3,71.4,34,109,81,-0.6,-6.3
13.4,8.9,4.6,1,0.6,0.5,44.1,82.3,52,108,109,9,-0.2
11.9,6.3,1.9,3,0.1,1,44.7,78.6,44.7,104,92,-0.5,-2.9
3.6,2,2.8,0.5,0.3,0,37.5,33.3,37.5,108,73,-0.1,-9.3
10.3,3.7,3,0.2,0.3,0.2,42.2,66.8,42.2,106,96,-3.2,-7.1
6.9,4,2.8,1.9,0.1,0.7,36.4,75,36.4,105,82,-0.2,-5
11.3,7.7,3.4,3.4,0.3,0.9,41.4,53.4,42.1,108,98,-0.2,-2.9
16.4,6.4,3.6,0.6,0.3,0.3,50.6,67.5,50.6,104,110,-0.2,-2.2
16.2,10.7,2.1,2.4,0.3,0.7,45.9,86.2,46.5,108,103,0.3,-1.8
14.4,4.7,4.4,0.4,0.9,0.5,50,49.8,50,104,105,1.3,-1.3
10.8,3.1,0.9,3.1,0.1,0.5,42.4,73.6,44.9,113,106,-0.9,-5.6
5.3,1.7,0.7,0.7,0,0.2,32.4,60.6,34.8,111,82,-0.9,-7.7
14.5,4.5,1.5,1.8,0,0.7,39.7,56.2,44.5,107,99,0.3,-1.1
12.4,7.4,2.9,3.7,0.5,1.8,46.4,78.1,46.6,102,100,11.4,0.6
16.6,15.6,4.8,2,0.4,0.8,42.2,86.9,50.5,111,118,12.5,1.1
11.5,8.3,2.8,1.9,0.2,0.8,38.9,78.5,47.7,110,104,1.2,-1.3
14.2,9.5,2.2,2,0.3,0.7,50.2,81,52.4,110,114,7.8,0.1
12,8,4.7,1.7,0.2,1.1,41.5,73.1,48,105,101,1.3,0.7
9.7,1.2,2.2,0.4,0.2,0.2,31.8,25,31.8,97,82,0,-2.3
7.4,4.7,1.5,1.8,0.1,0.6,32.2,66.7,36.4,109,85,-0.1,-5.4
12.3,7.9,2.6,1.4,0.7,0.8,42.7,79.9,50.7,109,106,4.9,-0.3
10.1,1.6,1.4,0.3,0.1,0.2,33.3,100,33.3,110,104,0,-2.5
2.4,2.3,0.6,0.2,0.1,0.2,30.5,33.3,36.4,111,73,-0.3,-10
10.2,4.3,1.8,1.9,0.1,0.7,43.5,69.2,44.4,109,95,-0.4,-3.5
12.5,9.4,2.8,4.7,0.2,1.3,43,83,43.8,110,102,0.5,-1.8
4.1,1.6,0.8,1.4,0.1,0.6,28,61.5,29.9,110,73,-0.7,-8.2
12.3,5.5,4.3,1.3,0.6,0.5,49,72,49,107,110,2.7,0.1
22.7,17.8,10,3.7,1.4,1.3,49.7,78.9,50.1,99,110,94,5.4
6.5,2.1,0.9,0.8,0,0.2,29.4,75,35.3,106,89,-0.2,-6.3
8.9,5.2,2.6,1.5,0.1,0.6,45.7,76.7,46.1,109,100,-0.1,-2.1
13.3,4.8,5,0.6,1,0.5,48,67.7,48,105,109,1.5,-1.1
7.3,3.2,1.2,1.7,0.1,0.6,37.3,68.2,43.5,112,86,-1,-5.3
11.6,5.4,2,3.4,0.1,1.1,46.9,77.5,47.1,109,103,-0.3,-2.2
18.5,4,2.3,0.3,0.2,0.2,51,79.4,51,107,119,0.1,-0.6
7.5,2.3,0.6,1,0,0.2,32,76,35.3,114,89,-0.4,-8.9
10.7,7.3,2.6,0.8,0.2,0.4,41.7,80.6,50.6,107,106,0.7,-1.8
18.7,15.2,7.7,3.4,1.5,0.9,48.4,77.8,50,104,111,35.1,3.5
21.4,17.3,9.3,3.2,1.6,0.5,50.8,75.4,51.3,104,113,56.9,3.5
17.6,10.3,5.3,0.7,0.5,0.7,51.3,66,51.7,104,105,-0.2,-2.1
13,7.9,4.7,0.9,0.7,0.6,52,64.9,52,108,106,1,-1.6
16.8,17.8,5.9,2.2,0.8,1.3,45.5,79.6,49,107,104,18.5,0.5
9.6,1.7,0.5,0.4,0.1,0.2,38.1,100,48.8,107,100,0,-2.9
-2.1,0.4,0.3,0.2,0,0,10,100,10,114,64,-0.1,-10.5
7.3,2.1,0.8,1.1,0.1,0.5,34.4,49.3,38.8,100,87,-0.3,-3.2
10.7,6.6,3.3,1.1,0.2,0.9,43.4,75.4,47.4,109,102,1.4,-1.4
15.2,9.2,5.7,0.7,0.6,0.6,49.9,72.8,50.1,105,107,1.6,-1.5
10.5,4.6,2.3,0.8,0.2,0.3,47,81.5,50.8,111,108,0,-1.9
10.6,5.6,3.1,0.9,0.4,0.7,39.2,72.1,45.6,104,101,2.5,-1.2
18.9,19.1,6.3,3.3,0.5,1.7,43.3,84.5,50.8,102,108,27.1,3.7
10.7,4.2,1,1.8,0.1,0.4,41.4,82,41.5,111,99,-1.8,-5.5
7.5,1.6,0.5,0.2,0,0.1,41.8,71,46.4,115,114,-0.2,-4.4
13.8,8.4,4.1,1.3,0.7,0.6,43.8,69.6,43.9,103,98,0.3,-1.9
16.3,8.8,2.3,0.5,0.3,0.5,43.5,76.4,44.1,109,106,-0.7,-4.6
21.4,25.1,5.3,2.6,1,1.2,50.4,84.1,50.7,106,111,32.2,1.7
11.7,7.8,5.9,1.5,1,0.5,47,70.2,47,101,100,4,-0.8
10.8,7.8,2,2,0.2,0.6,40.2,78,51.2,109,109,2.3,-1
11.8,6.7,1.2,1.4,0,0.4,41.5,72.4,50.4,111,95,-0.2,-4.4
8.6,1.6,1.7,0.2,0.2,0.2,38.7,67.9,38.7,106,95,-0.2,-4
15.3,9.8,6.4,1,1.1,0.6,50.8,70.2,51,104,110,9.5,0.1
9.7,1.9,1.4,0.3,0.1,0.3,47.6,56.5,47.6,107,94,-0.2,-4.6
13.8,5.3,2.7,1.1,0.2,0.7,46.9,55.6,46.9,108,95,0,-2.3
13.2,10.6,3,2.9,0.6,1,49.1,80.2,52.5,114,109,0.5,0.2
9.9,3.1,1.1,1.2,0.1,0.6,36.1,84.7,42.4,105,96,-0.4,-2.8
14.7,13.4,4.1,3,0.4,1.6,43.4,75.4,44.8,107,103,16.9,0.3
5,1,1,0.1,0.2,0.1,31.6,56.5,31.6,107,91,-0.1,-7.9
16.4,13.7,6.9,1.2,0.7,0.7,48.9,77.6,48.9,107,108,6.2,-1.1
21.4,18.8,12.3,2.3,2.4,0.6,58.2,69.8,58.2,101,115,59.3,3.9
20.2,13.3,3.5,3.8,0.3,1.3,44.7,82.7,52,100,112,47.1,4.9
11.8,9.6,2.5,1.5,0.1,0.6,44.2,82.3,48.6,110,101,-2.5,-3.1
12.3,6.7,2.9,0.9,0.2,0.8,40.1,79.1,40.1,104,100,0.3,-1.5
9.5,2.2,2.2,0.2,0.8,0.2,42.4,50,42.4,105,92,-0.2,-4.8
13.3,7.7,2.5,1.5,0.3,0.6,43.3,64.3,44.2,112,99,-0.4,-2.5
15.1,7.6,1.2,1.6,0.1,0.5,54.2,85.5,54.3,108,115,1.2,-1.5
5.7,4.9,3.3,0.7,0.5,0.5,40.2,57.4,40.4,106,81,-0.9,-6.6
12.8,8.2,3.1,1.5,0.2,0.8,41.1,75.6,44.5,106,97,-0.7,-2.4
-3.3,1.3,0.6,0.1,0,0,47.1,50,47.1,116,66,-0.2,-12.1
16.3,11.7,6.9,1.3,1.1,0.5,46.5,84.3,46.5,107,109,8.7,-0.6
21,10.4,10.2,1.3,2.2,0.7,61.9,62.8,61.9,99,122,17.5,4.8
18.5,1.2,0.2,0,0.4,0.1,41.7,75,41.7,103,107,0,-5.4
12.7,6.3,1.3,2.8,0,0.6,40.7,79.2,47.9,113,109,-1.6,-3.3
12.5,10.1,4.6,1.5,0.2,0.7,44.5,79.9,48.4,111,107,2.3,-1.3
13.7,5.8,4.5,1.4,0.3,1.1,47.3,72.4,47.4,105,108,5.9,1.1
11.1,5,1.6,1.3,0.1,0.4,43.8,68.7,44.7,113,101,-0.5,-3.8
16.3,11,7.1,1.1,0.6,0.7,46.2,76,46.8,104,105,2.3,-1.5
2.7,1.1,1.2,0.5,0.1,0.1,32.1,55.6,33.9,108,75,-0.3,-7.8
11.6,6.3,2,1.2,0.2,0.4,42.9,70,45.5,110,97,-1.3,-4.2
15.4,11.8,6,1.9,0.6,0.8,45.1,69.6,50.2,109,107,4.1,0
14.9,14.9,2.5,2.5,0.2,0.7,43.2,85.7,49.7,110,105,4.7,-1.1
3.7,1.9,2,0.2,0,0.1,42.1,50,42.1,108,73,-0.2,-11.3
14.5,16.7,2.5,3,0.3,0.9,42.7,81.5,51.1,113,108,5.5,-0.9
9.4,5.6,1.3,1.5,0.2,0.6,39.1,76.7,40,113,88,-2.5,-5.8
17.1,10,8,1.1,1.1,0.5,55.1,68,55.1,104,113,14.1,0.8
8.6,4,0.7,0.5,0,0.2,39.3,87.5,46.7,109,93,-0.5,-6.5
10.2,7.7,10.5,3.2,0.5,0.7,40.5,67.8,40.6,104,92,2.1,-0.7
10.8,1.3,0.3,0.3,0,0,66.7,0,66.7,107,107,0,-4.4
11.7,2.9,0.8,1.8,0,0.4,42.1,100,47.4,112,106,-0.1,-4.6
10.6,4.5,1.1,1,0.1,0.6,40.7,77.5,43.7,110,97,-1.6,-4.4
11,5.9,2.8,0.5,0.1,0.4,48.3,81.5,49.8,111,105,-2.8,-3.8
6.7,1.1,1.6,0,0,0,30,50,30,112,90,-0.1,-16.4
13.7,8.4,2.4,2,0.2,1,44.8,73.9,48.7,109,106,1.4,-0.4
8.2,4,1.8,0.5,0.1,0.2,44.6,76.6,47.7,109,97,-2.4,-5.3
8.9,3.6,1.6,0.7,0,0.4,43.6,68.9,52.8,112,114,0.2,-1.3
16.5,3,1.9,0.3,0.3,0.1,51.7,47.6,59.5,108,112,0,-0.9
9.8,2.4,1.6,0.6,0.1,0.3,40.4,71.3,41.3,109,103,-0.1,-2.4
16.9,16.8,4.9,1.9,0.8,1,43.4,84.8,50,106,109,16.1,1.5
8.4,4,1,2.2,0,0.4,41.4,74.2,42.1,111,93,-1,-6
14.9,10.5,7.4,1.2,0.7,0.6,49,74.6,49.1,102,106,10.4,-0.1
13.4,7.9,2.3,5.5,0.1,1.5,45,77.6,46.2,107,98,0.4,-1.9
9.9,2.8,0.9,2.7,0,0.6,38.3,71,40.8,111,97,-3,-5.6
12.7,9.9,4.4,1.6,0.5,0.8,46.9,70.9,47.3,108,107,6.5,-0.7
16,11.2,8.1,2.2,1,1,50.9,69.2,50.9,104,117,44.4,2.6
12.4,8,3.7,1,1.2,0.5,45.6,64.2,50.5,107,107,1.2,-1.4
12.5,6.3,2,3,0.1,0.8,40.9,77.5,46.7,110,107,-0.2,-2.2
11.7,3,1.7,0.5,0.2,0.3,40.4,75.9,46.2,104,98,-0.1,-2.8
4,1.8,1.1,0.2,0.1,0.1,44.8,37.5,44.8,106,81,-0.2,-7.8
18.7,13.8,4.1,1,0.3,0.6,52.4,81.1,52.5,108,112,1.8,-0.3
-0.8,1.3,0.5,0.3,0,0.3,33.3,20,33.3,101,63,0,-10.4
11.5,3.4,3.7,0.7,0.3,0.3,50.9,56.2,50.9,105,102,0.2,-1.8
11.3,2.5,1.4,0.3,0.1,0.3,36.5,61.8,36.5,105,95,-0.2,-6
9.6,6.2,1.2,0.8,0.2,0.5,33.9,81.4,37.8,104,90,-0.9,-6.2
2.8,2.6,0.6,0.4,0,0.2,26.7,100,30,115,83,-0.1,-10.8
7.2,6.4,2,2.4,0.4,1.6,26.8,63.6,30.5,107,76,-0.1,-5.5
8.6,2.3,2.6,0.4,0.3,0.2,44.6,66.3,44.6,106,96,-1.8,-4
11.2,8,5.2,2.1,0.5,0.7,42,67.3,42.1,109,96,0,-2.1
12,7.4,3,1.4,0.1,0.6,45.7,66.3,46.3,111,103,-1.3,-2.6
14.4,9.6,7.4,1.1,0.4,0.8,49.4,73.4,50.1,106,116,22.2,0.4
13,8.9,3.5,1.6,0.8,1,42,81.8,54.1,102,107,18.3,3
4.7,0.9,0.9,0.3,0,0.1,21.4,61.9,21.4,109,85,-0.2,-7.7
15.5,9.2,6.9,4.7,1.1,1.4,43.7,70.8,49.7,100,108,19.9,3.8
9.3,3.1,0.7,0.8,0,0.3,37.7,85.7,42,112,97,-0.3,-5.1
13.1,9.7,2.5,0.9,0.3,0.5,41.8,81.7,50.1,109,103,-1.3,-2.4
14.1,8.3,6.1,1,0.4,0.6,47.9,76.6,51.7,107,109,1.7,-0.8
13.3,13.2,4.6,1.6,0.5,0.7,44,80.2,48.5,109,104,4.2,-1.3
19.3,4.4,3.9,0.3,0,0.6,48.1,55.6,48.1,100,116,0,-0.5
8.1,4.4,1.7,0.3,0.2,0.2,41.2,72.1,41.2,110,89,-1.1,-9.3
10.6,5.2,6.2,0.8,0.5,0.4,43,66,43,101,94,-1.7,-5
11.6,2.9,0.5,1.2,0,0.3,42,66.5,42.3,109,103,-0.8,-4.8
16.3,11.5,6.9,1.3,1.6,0.7,48,73.2,48,101,105,7,0.5
15.3,9.4,1.9,5.5,0.1,1.4,46.9,80.7,47.1,108,108,5.8,-1
9.7,4.2,1,0.5,0.2,0.4,38.6,62,40.5,110,83,-1.1,-8.3
12.1,7.5,6.1,0.9,0.3,0.5,45.4,73.8,45.5,106,100,-2.5,-2.7
12,5.8,2.4,0.8,0.1,0.5,44.1,73,44.1,105,102,-0.2,-3.2
7,1.6,0.6,0.6,0,0.1,28,91.7,32,109,84,-0.1,-8.2
11,8.3,1.8,1.4,0.1,0.5,42.5,76.5,47.1,109,99,-5.9,-3.6
10,6.1,2.4,0.7,0.5,0.4,40.6,70.1,46.3,111,97,-2,-3.8
6.1,2.5,1.5,1.2,0.1,0.7,38.7,64.2,40.4,105,80,-0.7,-3.8
13.6,10.2,7.9,2,0.9,0.7,47.7,76.5,47.8,106,107,13.1,0.2
14,4.1,0.7,1.3,0,0.4,43.3,84.4,49.6,113,112,-0.2,-3.8
11.7,8.9,6.3,1.3,0,0.2,43.6,72.5,43.6,101,110,-0.1,-2.8
12.9,5.4,3.9,0.6,0.5,0.4,45.6,33.3,45.6,105,90,-0.2,-4.2
19.9,2.1,0.7,0,0.1,0,53.8,83.3,53.8,105,115,0,-9.5
12.9,11,2.4,1.9,0.2,0.6,43.7,81.7,44.8,106,104,1.4,-1.6
11.8,4,3.2,1.4,0.1,0.9,43.8,76.3,45.2,103,105,6.2,1.1
22.3,21.7,9.2,4.4,0.5,0.9,50.6,68.6,52,106,112,29.8,4
14.3,7.2,5.8,0.8,1.7,0.3,37.7,67.1,43,102,99,1.7,-1
11.9,5.1,5.5,2.3,0.5,0.8,50.5,69.2,50.5,103,105,9.1,1.6
5.2,1.3,0.3,0.1,0.3,0,40,50,40,113,87,0,-7.3
14.6,16.2,3.3,2.1,0.3,1.2,46.3,70.7,48.7,108,99,3.6,-1.3
7.9,1.6,0.4,0,0.1,0.3,28.6,100,42.9,100,82,0,-6.9
14.7,8.9,4.4,2.9,0.7,1.2,51.2,79.8,51.2,101,105,13.9,2.4
16.6,4.3,1.4,0.8,0,0.6,50,64.3,56.6,107,106,0,-1.7
12.7,7.4,2.6,2,0.2,0.7,47.7,77,48.1,105,105,3.9,-0.8
10.6,4.6,3.8,1,0.6,0.2,49.4,75.4,49.5,109,100,-0.4,-2.8
15.9,13,7.3,2.8,0.6,1.4,45.1,75.7,46.3,105,101,18.7,1.1
7.9,2.7,2.8,0.5,0.1,0.4,32.8,64,32.8,108,83,-0.2,-6.7
9.9,1.5,1.5,0.3,0.2,0.2,40.2,60.9,40.2,103,95,-0.1,-3.1
10.9,2.9,1.1,1.5,0,0.4,50,77.8,51.4,107,106,-0.2,-3.3
10.9,5.5,1,1.8,0.2,0.3,37.7,82.2,46,113,98,-1.1,-5.4
10,5.5,3.3,1.1,0.3,0.5,41.1,61.9,41.1,105,96,-0.3,-4.6
13.3,2.2,2.5,0.3,0.6,0.1,46.3,63.2,46.3,102,97,-0.2,-2.6
8.4,4.3,1.1,1.8,0.1,0.3,40.3,66.7,41,112,92,-0.7,-6.6
18.1,1.8,1,2,0,0.8,42.9,100,42.9,101,123,0,3.7
11.7,2.4,1.2,0.5,0.3,0.2,51.2,51.4,52,105,103,0,-1.9
7.6,6,2.4,0.5,0.2,0.5,34.3,81,43.1,107,92,-1,-3.9
10.8,3.5,1.5,0.2,0.4,0.2,43.7,65.9,44.9,108,96,-0.9,-6.2
9.7,3.5,2.7,0.2,0.1,0.2,42.5,65.5,42.5,108,98,-3.9,-6.7
9,2.7,2.3,0.5,0.4,0.3,51.8,49.4,52,107,100,0.1,-1.9
8.9,2.2,1.7,0.2,0.1,0.1,52.6,55.2,52.6,113,103,-0.4,-7.5
7.2,1.6,0.7,1,0,0.2,34.8,50,43.5,114,94,-0.1,-7.4
13.3,12,2.6,3.5,0.1,0.9,40.8,80.7,44,103,98,0.3,-1.4
13.4,5.9,2.8,0.8,0.2,0.5,40.8,67,48.9,107,102,0.3,-1.5
13.9,6.1,3.6,0.8,0.6,0.5,46.4,79.8,52.3,109,110,0.8,-0.3
16.5,17.1,3.1,3.4,0.1,0.8,44.9,85.2,46.9,108,105,10.5,-0.6
9.1,4.6,1.5,2.6,0.1,0.7,40,68.4,40,112,91,-1.1,-5.8
10.9,2.2,2,0.6,0,0.4,52.6,0,52.6,100,110,0,-0.8
9.9,3.2,3.4,0.5,0.7,0.1,40,46.3,40,104,81,-0.4,-6.8
14,4.4,3.5,0.2,0.2,0.3,44,66,44,105,104,-1.2,-5.1
14,1.8,0.9,0.3,0,0,40,66.7,40,112,108,0,-8.4
11,5.3,3.3,0.6,0.2,0.2,48,69.1,48,109,105,-6,-4.3
8.4,2.2,1.6,0.2,0.6,0,40.5,45,46.4,106,87,-0.1,-5.6
10.5,3.5,1.3,0.7,0.1,0.4,53,57.9,53.2,110,100,-0.5,-3.4
12.8,4.3,3.2,0.5,0.2,0.3,52.3,61.4,52.3,106,105,-0.1,-2.5
7.2,2,0.6,0.8,0.1,0.3,33.3,77.8,40,102,92,-0.1,-4.4
14.8,6.7,4.2,0.4,0.2,0.5,43.9,73.8,44,105,111,-1,-2.5
10,6.9,2.2,1.6,0.1,0.6,46.8,66.2,49.1,108,103,1.9,-1.3
7.2,3,1.7,0.5,0.2,0.2,35.4,81.5,38.8,109,97,-0.4,-5
11.2,7.2,2.8,2.8,0.3,1,43.4,78.1,43.9,108,105,3.8,-1
10.2,3.6,2.8,0.5,0.3,0.3,37.6,73.7,41.5,107,99,-0.3,-3.3
17.4,15.2,4.5,5,0.4,1.6,45.8,77.4,48.6,105,108,27.2,2.6
18.6,17.7,3.3,8.2,0.1,1.6,43.1,78.2,49,108,110,34.6,2.5
13.7,12.9,2.5,1.8,0.2,0.6,42.1,81.6,50.4,112,107,0.9,-1.6
23.9,23.4,5.1,6.1,0.5,1.5,44.3,85.4,52.3,106,118,53.3,6.7
9.7,3.2,0.9,0.4,0.2,0.2,43.1,64.1,43.1,109,92,-0.5,-7.1
11.4,5.7,5.3,1.3,0.9,0.7,48.1,70,48.2,107,101,1.5,-0.9
12.3,7.2,3.6,0.9,0.7,0.9,47.4,60.8,52.5,108,107,4.9,0
10.1,4.6,2.3,1.2,0,0.9,39.6,50,40.6,109,93,-0.1,-3.7
16,13.3,2.4,5.5,0.3,1.6,46.3,74.5,50.3,109,111,30.2,1.2
3.6,2,0.8,0.2,0.1,0.1,34,33.3,41.5,108,75,-0.2,-8.4
11.3,5,3.5,0.6,0.8,0.6,47.4,55.9,47.4,105,98,0.2,-1.5
15.6,13.8,4.3,3.9,0.7,1.7,44.6,72,46.8,104,104,32,2.1
15.3,11.5,5.1,1.4,0.2,0.7,48.1,75.3,49.4,106,109,8.3,-0.1
22.1,9.8,3.9,1,0.8,0.5,64,61.4,64.1,109,126,3.9,2.3
13.4,3.5,3,0.3,0.5,0.4,43.8,62.9,50.6,102,108,0.3,-0.7
7.4,1.6,0.4,0.6,0.1,0.1,29.7,75,36.5,107,92,-0.1,-7.1
14.3,13.5,5.6,1.7,0.3,0.9,44.4,72.7,48.7,107,102,5.5,-1.2
7.1,5.2,2.7,3.1,0.2,0.9,37.1,68.9,38.4,105,84,-1.9,-4.5
12.5,7.4,4.4,0.6,0.4,0.3,50.5,73.8,50.5,106,103,-4,-3.1
10.5,8,1.6,1.5,0.1,0.7,39.8,67.7,41,111,92,-1,-5.2
16.2,11,2.2,4,0.2,1,43.4,79.8,48.4,109,110,13.9,0.4
14.2,12.6,2.6,2.2,0.2,1.3,46.6,80.1,54.1,112,112,4.5,0.2
11.7,8.5,2.6,1.3,0.2,0.4,47,78.6,59.3,113,112,1.3,-0.9
12.8,7.2,2.3,1.4,0.1,0.7,42.6,79,46.5,107,107,0.5,-1.9
10.7,6.2,2.7,1.4,0.2,0.5,38,73.8,43,111,95,-0.9,-4.2
14.4,3.4,2.1,0.2,0.2,0.5,46.4,78.2,46.4,104,104,-0.1,-2.8
13.3,7,1.8,1.1,0.1,0.6,43.4,84.2,43.5,110,102,-1.2,-3.7
3.5,2.3,1.8,0.8,0.1,0.3,30,67.7,33.6,105,76,-0.5,-5.9
16.8,15.1,5.8,1.8,0.5,0.7,47.1,81.8,52,108,110,8.1,0.2
9.7,4.9,0.8,0.6,0,0.4,29.1,86.8,31.8,112,98,-0.2,-7.5
4.5,2.3,1.2,0.5,0.1,0.4,26.1,61.3,32.6,108,83,-0.2,-4.9
10.3,7,2,2.8,0.3,0.7,37.3,77.9,42.9,111,103,-0.5,-2.7
10.9,5,2.9,0.2,1,0.3,53,52.5,53,102,94,-1,-3.4
14.2,6.2,2.6,2,0.3,1.3,45,66.7,47.7,107,103,0.3,-0.4
12.2,4.8,1.7,2.3,0.1,0.7,41.7,78.8,43.9,106,103,0.3,-1.7
11.7,8.3,3.8,1.2,0.4,0.8,45.4,69.3,56.3,109,113,1.2,0
9.9,2.1,1.6,0.5,0.4,0.2,50,78.6,52.9,113,112,0,-1.6
9.7,3,2.3,0.3,0.7,0.3,40.7,51.1,40.8,106,89,-1.6,-5.3
12.5,5.6,4,0.8,0.4,0.5,46,65.9,46,103,98,-0.6,-2.7
11.3,2,2,0.2,0.6,0.1,46.7,68.4,46.7,101,99,0,-2.9
13,7.7,6.7,0.9,0.3,0.5,49,75.5,49.1,104,110,1.7,-1.7
8.4,5.8,2.8,1.8,0.4,0.4,44.5,76.5,45.9,109,101,-1.3,-2.3
12.9,5.9,1.1,1.3,0.1,0.4,42.1,86.1,47.8,109,106,-0.4,-2.5
9.2,2.8,2.2,0.5,0.3,0.3,44.1,81.1,45.2,107,105,-0.1,-2.1
-1.5,1.2,1,0.3,0.2,0,23.2,50,23.2,104,59,-0.4,-13.5
14,8.7,5.7,1.9,1,0.4,45.7,71.6,49,106,101,5,-0.7
14.3,8.4,6.2,1.9,0.5,0.8,48.3,79,48.5,101,106,11.8,1
16.3,14.7,3.6,2.9,0.3,1.7,46.1,87,51.8,107,115,35.7,2.4
7.3,2.3,1.3,0.8,0.1,0.5,38.5,50,41.9,104,90,-0.2,-3.3
8.6,1.8,0.9,1.6,0,0.3,37.7,80,44.6,110,96,-0.6,-5.5
12.2,3.7,5,1.2,0.4,0.7,49.8,62,49.8,103,112,9.7,1.2
17.7,21,12.5,1.8,2,1,45.2,67,45.2,97,101,23.3,0.9
10.8,8.3,3.1,1.1,0.1,0.7,41.5,79.8,47.4,109,101,-2.2,-2.9
6.4,3,2.4,0.7,0.3,0.2,33.3,33.3,39.4,112,82,-0.1,-6.4
8.4,2.6,2.5,0.4,0.5,0.2,48.2,50,48.2,107,102,-0.4,-2.6
17.6,15.4,4.2,3.4,0.4,1,44.2,82.2,49.9,108,111,16.9,1.9
9,2.9,1.3,0.5,0.1,0.2,34.7,76.7,39.9,111,97,-0.4,-4.6
14.6,6.8,6,0.5,1.4,0.4,52.8,58.7,52.8,106,112,8.4,-0.2
19.1,20.3,10.3,1.8,1.1,0.6,46.9,79.6,46.9,100,100,5.5,-0.8
12.3,8.2,2.4,2.1,0.1,0.7,42.3,77.3,51.5,105,104,3.2,-0.4
5,2,0.4,0.8,0.1,0.1,27.3,70,37.2,110,82,-0.5,-8.2
13.1,8.7,7.5,1.6,1.3,1.3,41.4,65.4,41.4,95,95,7.9,0
20.7,2,0.5,0,0,0,60,66.7,60,115,135,0,-8.4
14.5,7.8,5,0.6,0.5,0.6,46.9,63.9,46.9,105,106,1.1,-1.7
15.3,1.4,1,0,0,0,50,100,50,103,90,-0.1,-18.9
9.2,7.3,2.9,1.6,0.4,0.9,43.6,71.5,43.7,103,90,-0.7,-2.4
6.7,5.7,1.6,1.5,0.2,0.5,40.5,68.1,40.5,112,86,-0.4,-6.8
13.4,8.9,1.7,3.6,0.1,1.1,47.2,77.6,48.7,108,105,4.3,-1.1
13.4,11.2,3.2,1.9,0.3,0.7,44,79.3,46.4,109,103,-0.9,-2.2
9,3.2,1.6,0.7,0.1,0.3,36.5,55.6,37.5,110,90,-0.3,-6.1
0.7,2.3,1.1,0,0.1,0.1,37.5,100,37.5,105,73,-0.1,-16.1
6.4,3,1.1,1.5,0,0.4,39.3,60.7,39.3,114,89,-0.3,-6.9
12.8,9.4,2.3,4.8,0.1,1.2,43.3,73.9,43.3,105,103,1.8,-1.6
10.6,3.3,2.8,0.6,0.1,0.4,41.6,80.3,42.1,107,104,-0.8,-4.1
12.5,2.8,0.7,0.1,0,0.2,46.3,70.6,49.3,111,102,-0.1,-5.8
9.7,3.3,0.9,1.1,0.1,0.2,37.8,75.7,43.5,111,95,-0.6,-5.2
9.7,5.4,1.9,1.1,0.3,1.6,37.6,60,46.3,107,91,0.1,-1.3
5.6,1,0.5,1,0,0,20,50,20,112,82,0,-10.2
9.3,5.7,1.9,0.6,0.1,0.5,40.6,63.5,42.8,110,95,-2.3,-5.1
17.1,7.8,5.4,1.1,1.5,0.5,53.9,57.2,54.2,105,108,5.2,0.5
11.5,3.1,0.7,2,0,0.4,40.3,86.9,48.6,111,109,-1.1,-3.9
13.3,6,3.6,0.6,0.3,0.4,45.5,77.1,56.4,111,121,0.8,-0.4
