Name,Pos,Active,HoF,All_Star,All_Nba,All_Def,Score_Champ,Assit_Champ,Trb_Champ,MVP,GP,PPG,TRPG,APG,BPG,SPG,3PG,FG%,FT%,3P%,EF%,EFF,Win_Shares
Ian Mahinmi,5,1,0,0,0,0,0,0,0,0,561,5.1,4.3,0.5,0.7,0.5,0.0,53.9,61.0,6.7,54.0,13.0,24.1
John Mahnken,5,0,0,0,0,0,0,0,0,0,414,5.8,2.9,1.3,-,-,-,27.2,65.0,-,-,10.1,1.2
Brian Mahoney,2,0,0,0,0,0,0,0,0,0,19,3.1,0.7,0.6,,,0.0,29.8,60.0,0.0,29.8,0.3,-0.4
Mo Mahoney,0,0,0,0,0,0,0,0,0,8,1.5,1.1,0.3,-,-,-,33.3,80.0,-,-,9.5,0.0
Rick Mahorn,4,0,0,0,0,1,0,0,0,0,1117,6.9,6.2,1.0,0.9,0.6,0.0,49.3,70.4,13.2,49.3,11.6,51.7
Dan Majerle,2,0,0,3,0,2,0,0,0,0,955,11.4,4.5,2.9,0.4,1.3,1.4,43.1,74.1,35.8,50.5,13.8,78.5
Renaldo Major,4,0,0,0,0,0,0,0,0,0,1,5.0,2.0,0.0,0.0,2.0,0.0,20.0,50.0,-,20.0,-3.7,-0.1
Thon Maker,5,1,0,0,0,0,0,0,0,0,150,4.5,2.6,0.5,0.6,0.3,0.5,42.6,67.3,33.0,49.1,11.6,3.4
Lionel Malamed,0,0,0,0,0,0,0,0,0,44,5.9,-,1.4,-,-,-,33.4,83.1,-,-,-,1.7
Jeff Malone,2,0,0,2,0,0,0,0,0,0,905,19.0,2.6,2.4,0.1,0.6,0.1,48.4,87.1,26.8,48.7,15.2,54.2
Karl Malone,4,0,1,14,14,4,0,0,0,2,1476,25.0,10.1,3.6,0.8,1.4,0.1,51.6,74.2,27.4,51.8,23.9,234.6
Moses Malone,5,0,1,13,8,2,0,0,6,3,1455,20.3,12.3,1.3,1.3,0.8,0.0,49.5,76.0,9.6,49.5,22.0,179.1
Matt Maloney,1,0,0,0,0,0,0,0,0,0,295,7.4,1.7,2.9,0.0,0.8,1.4,40.8,79.7,37.2,51.2,10.6,9.5
Steve Malovic,4,0,0,0,0,0,0,0,0,0,39,2.1,2.2,0.7,0.2,0.2,0.0,46.3,66.7,-,46.3,7.2,0.3
Mike Maloy,4,0,0,0,0,0,0,0,0,0,71,6.2,3.8,0.7,,,0.0,42.4,70.2,0.0,42.4,12.8,0.9
Ted Manakas,2,0,0,0,0,0,0,0,0,0,5,2.4,0.6,0.4,0.0,0.2,-,40.0,100.0,-,-,7.2,0.0
John Mandic,0,0,0,0,0,0,0,0,0,81,4.1,-,1.1,-,-,-,31.6,66.0,-,-,-,2.4
Frank Mangiapane,0,0,0,0,0,0,0,0,0,6,0.8,-,0.0,-,-,-,15.4,33.3,-,-,-,-0.1
Danny Manning,4,0,0,2,0,0,0,0,0,0,883,14.0,5.2,2.3,0.9,1.1,0.0,51.1,72.9,20.6,51.3,16.9,55.1
Ed Manning,3,0,0,0,0,0,0,0,0,0,604,5.9,4.5,0.8,0.2,0.8,0.0,44.8,76.4,12.5,44.8,10.8,14.6
Guy Manning,3,0,0,0,0,0,0,0,0,0,73,8.3,4.8,0.5,-,-,0.0,39.0,57.6,25.0,39.2,14.1,0.9
Rich Manning,4,0,0,0,0,0,0,0,0,0,55,3.3,1.7,0.2,0.1,0.1,0.0,41.5,64.3,40.0,42.1,8.1,-0.3
Pace Mannion,3,0,0,0,0,0,0,0,0,0,216,3.1,1.2,1.1,0.1,0.5,0.1,41.3,66.3,20.3,42.5,9.4,1.7
Nick Mantis,2,0,0,0,0,0,0,0,0,0,52,4.5,1.8,1.8,-,-,-,36.7,54.9,-,-,7.3,-0.8
Pete Maravich,2,0,1,5,4,0,1,0,0,0,658,24.2,4.2,5.4,0.3,1.4,0.2,44.1,82.0,66.7,44.1,18.4,46.7
Press Maravich,0,0,0,0,0,0,0,0,0,51,4.6,-,0.1,-,-,-,27.2,51.7,-,-,-,-0.7
Devyn Marble,2,0,0,0,0,0,0,0,0,0,44,2.2,1.6,0.7,0.1,0.5,0.3,30.4,37.5,22.2,35.7,5.5,-0.3
Roy Marble,3,0,0,0,0,0,0,0,0,0,29,1.9,1.1,0.4,0.1,0.2,0.0,25.7,59.4,0.0,25.7,4.0,-0.5
Stephon Marbury,1,0,0,2,2,0,0,0,0,0,846,19.3,3.0,7.6,0.1,1.2,1.2,43.3,78.4,32.5,47.0,18.7,77.5
Sarunas Marciulionis,2,0,1,0,0,0,0,0,0,0,363,12.8,2.3,2.2,0.1,1.3,0.3,50.5,76.8,36.9,52.6,16.7,20.0
Saul Mariaschin,0,0,0,0,0,0,0,0,0,43,7.7,-,1.4,-,-,-,27.0,70.9,-,-,-,1.1
Jack Marin,3,0,0,2,0,0,0,0,0,0,849,14.8,5.2,2.1,0.2,0.5,-,46.5,84.3,-,-,15.2,59.3
Shawn Marion,3,0,0,4,2,0,0,0,0,0,1163,15.2,8.7,1.9,1.1,1.5,0.7,48.4,81.0,33.1,51.0,18.8,124.9
Boban Marjanovic,5,1,0,0,0,0,0,0,0,0,149,6.0,3.8,0.4,0.4,0.2,0.0,57.5,78.7,0.0,57.5,28.3,8.2
Lauri Markkanen,4,1,0,0,0,0,0,0,0,0,73,15.2,7.4,1.2,0.6,0.6,2.2,42.9,84.4,36.0,51.3,15.5,3.2
Damir Markota,4,0,0,0,0,0,0,0,0,0,30,1.7,1.0,0.2,0.0,0.1,0.2,36.5,63.6,37.5,42.3,5.0,-0.2
Sean Marks,4,0,0,0,0,0,0,0,0,0,230,2.8,2.2,0.2,0.4,0.1,0.0,44.8,66.5,20.0,45.2,9.1,2.6
Harvey Marlatt,2,0,0,0,0,0,0,0,0,0,61,3.7,1.4,1.5,-,-,-,37.3,85.0,-,-,8.8,-0.1
Jim Marsh,3,0,0,0,0,0,0,0,0,0,39,3.1,2.2,0.8,-,-,-,33.3,69.5,-,-,8.6,-0.3
Ricky Marsh,2,0,0,0,0,0,0,0,0,0,60,4.5,1.3,1.5,0.3,0.5,-,42.6,69.7,-,-,8.4,0.5
Donny Marshall,3,0,0,0,0,0,0,0,0,0,119,2.5,1.0,0.3,0.0,0.3,0.4,32.1,68.1,33.6,39.9,8.7,0.9
Donyell Marshall,3,0,0,0,0,0,0,0,0,0,957,11.2,6.7,1.4,0.9,0.8,0.9,43.5,73.1,35.0,48.3,16.8,59.0
Kendall Marshall,1,0,0,0,0,0,0,0,0,0,160,5.0,1.6,4.9,0.1,0.7,0.8,39.9,61.1,37.0,48.0,10.7,1.0
Rawle Marshall,3,0,0,0,0,0,0,0,0,0,63,2.7,1.0,0.4,0.2,0.3,0.1,37.6,71.6,23.8,39.3,8.1,0.2
Tom Marshall,3,0,0,0,0,0,0,0,0,0,168,5.7,2.9,1.1,-,-,-,38.8,70.9,-,-,13.4,4.1
Vester Marshall,3,0,0,0,0,0,0,0,0,0,13,1.3,2.8,0.3,0.2,0.3,-,24.1,42.9,-,-,3.4,-0.1
Bill Martin,3,0,0,0,0,0,0,0,0,0,84,4.7,1.6,0.7,0.1,0.4,0.0,44.9,81.3,0.0,44.9,10.4,0.3
Bob Martin,5,0,0,0,0,0,0,0,0,0,54,2.1,2.2,0.3,0.6,0.1,0.0,44.1,60.8,-,44.1,6.8,0.3
Brian Martin,3,0,0,0,0,0,0,0,0,0,8,0.8,0.5,0.0,0.1,0.0,0.0,42.9,0.0,-,42.9,-1.6,-0.1
Cartier Martin,3,0,0,0,0,0,0,0,0,0,243,5.1,1.9,0.5,0.1,0.4,0.9,39.2,72.9,37.2,49.1,10.1,3.7
Cuonzo Martin,2,0,0,0,0,0,0,0,0,0,7,1.3,0.4,0.4,0.0,0.1,0.4,25.0,0.0,60.0,37.5,4.2,-0.1
Darrick Martin,1,0,0,0,0,0,0,0,0,0,514,6.9,1.1,2.9,0.0,0.7,0.7,38.2,84.3,34.0,43.8,12.5,9.6
Dino Martin,0,0,0,0,0,0,0,0,0,92,9.1,-,0.8,-,-,-,29.4,63.8,-,-,-,1.8
Don Martin,0,0,0,0,0,0,0,0,0,137,3.0,-,0.3,-,-,-,28.2,52.3,-,-,-,1.3
Fernando Martin,5,0,0,0,0,0,0,0,0,0,24,0.9,1.2,0.4,0.0,0.3,0.0,29.0,36.4,0.0,29.0,-0.9,-0.4
Jarell Martin,4,1,0,0,0,0,0,0,0,0,158,5.9,3.8,0.7,0.4,0.4,0.3,43.2,76.8,32.6,46.1,10.4,2.7
Jeff Martin,2,0,0,0,0,0,0,0,0,0,143,6.7,2.0,0.8,0.3,0.5,0.2,41.7,69.4,28.2,43.3,9.3,2.1
Kenyon Martin,5,0,0,1,0,0,0,0,0,0,757,12.3,6.8,1.9,1.1,1.2,0.1,48.3,62.9,23.4,48.7,15.0,48.0
Kevin Martin,2,0,0,0,0,0,0,0,0,0,714,17.4,3.2,1.9,0.1,0.9,1.6,43.7,87.0,38.4,50.2,17.7,61.3
LaRue Martin,5,0,0,0,0,0,0,0,0,0,271,5.3,4.6,0.7,0.5,0.2,-,41.6,68.5,-,-,12.1,1.9
Maurice Martin,3,0,0,0,0,0,0,0,0,0,69,3.0,0.9,0.7,0.1,0.3,0.1,37.8,59.8,21.1,38.8,9.3,-0.3
Phil Martin,3,0,0,0,0,0,0,0,0,0,7,1.7,1.4,0.9,-,-,-,26.3,100.0,-,-,6.6,-0.1
Slater Martin,1,0,1,7,5,0,0,0,0,0,745,9.8,3.4,4.2,-,-,-,36.4,76.2,-,-,11.6,47.5
Whitey Martin,2,0,0,0,0,0,0,0,0,0,66,3.4,2.4,1.7,-,-,-,32.5,67.3,-,-,5.4,-0.5
Jamal Mashburn,3,0,0,1,1,0,0,0,0,0,611,19.1,5.4,4.0,0.2,1.0,1.3,41.8,76.6,34.5,45.6,15.7,43.7
Al Masino,1,0,0,0,0,0,0,0,0,0,99,4.8,2.1,1.8,-,-,-,34.6,62.5,-,-,9.3,3.0
Anthony Mason,5,0,0,1,1,1,0,0,0,0,882,10.9,8.3,3.4,0.3,0.7,0.0,50.9,70.9,16.7,51.0,14.6,88.3
Desmond Mason,2,0,0,0,0,0,0,0,0,0,643,12.1,4.5,1.6,0.4,0.7,0.1,44.9,74.0,26.0,45.4,12.7,23.1
Frank Mason III,1,1,0,0,0,0,0,0,0,0,76,7.0,2.1,2.8,0.2,0.6,0.5,38.0,79.2,30.6,41.9,12.7,0.8
Roger Mason,2,0,0,0,0,0,0,0,0,0,518,6.3,1.7,1.3,0.1,0.4,1.1,40.8,86.6,38.3,50.9,10.9,13.0
Tony Massenburg,5,0,0,0,0,0,0,0,0,0,683,6.2,4.3,0.4,0.5,0.4,0.0,47.0,70.5,9.1,47.0,11.9,15.6
Eddie Mast,4,0,0,0,0,0,0,0,0,0,112,2.5,2.4,0.5,-,-,-,38.5,60.4,-,-,10.0,0.4
Mangok Mathiang,5,0,0,0,0,0,0,0,0,0,4,2.0,2.5,0.0,0.0,0.3,0.0,57.1,0.0,-,57.1,18.0,0.1
Johnny Mathis,4,0,0,0,0,0,0,0,0,0,51,3.4,3.8,0.5,-,-,0.0,37.1,63.6,0.0,37.1,7.3,0.3
Wes Matthews,1,0,0,0,0,0,0,0,0,0,465,7.9,1.3,4.2,0.2,1.0,0.1,47.8,78.8,22.5,48.4,13.0,11.0
Wesley Matthews,3,1,0,0,0,0,0,0,0,0,677,13.9,3.1,2.2,0.2,1.1,2.2,42.7,82.5,38.3,52.4,13.6,46.7
Ariel Maughan,0,0,0,0,0,0,0,0,0,259,7.9,4.0,1.2,-,-,-,28.0,71.2,-,-,-,4.2
Marlon Maxey,4,0,0,0,0,0,0,0,0,0,98,4.9,3.7,0.2,0.5,0.3,0.0,54.2,68.5,0.0,54.2,15.6,2.6
Jason Maxiell,5,0,0,0,0,0,0,0,0,0,618,5.6,4.2,0.4,0.8,0.4,0.0,49.5,56.4,0.0,49.5,13.0,20.3
Cedric Maxwell,3,0,0,0,0,0,0,0,0,0,835,12.5,6.3,2.2,0.5,0.8,0.0,54.6,78.4,5.3,54.6,16.4,78.5
Vernon Maxwell,2,0,0,0,0,0,0,0,0,0,855,12.8,2.6,3.4,0.2,1.1,1.5,39.8,73.3,32.0,46.2,12.7,27.4
Don May,3,0,0,0,0,0,0,0,0,0,379,8.8,3.5,1.0,0.1,0.3,-,45.3,79.8,-,-,14.4,11.4
Scott May,3,0,0,0,0,0,0,0,0,0,355,10.4,4.1,1.7,0.1,0.8,0.0,46.2,81.1,0.0,46.2,14.2,17.4
Sean May,4,0,0,0,0,0,0,0,0,0,119,6.9,4.0,1.0,0.4,0.4,0.0,45.8,74.6,23.1,46.0,14.9,2.6
Lee Mayberry,1,0,0,0,0,0,0,0,0,0,496,5.1,1.3,3.6,0.1,0.7,0.8,41.5,65.9,37.7,49.8,10.1,7.9
Clyde Mayes,4,0,0,0,0,0,0,0,0,0,74,4.0,3.8,0.5,0.6,0.1,-,44.6,56.7,-,-,10.8,0.9
Tharon Mayes,2,0,0,0,0,0,0,0,0,0,24,4.1,0.7,1.5,0.1,0.7,0.6,30.3,66.7,36.6,37.9,6.4,-0.4
Bill Mayfield,3,0,0,0,0,0,0,0,0,0,7,2.4,1.3,0.1,0.1,0.0,0.0,44.4,50.0,-,44.4,6.8,0.0
Ken Mayfield,2,0,0,0,0,0,0,0,0,0,13,2.8,0.6,0.3,0.0,0.0,-,37.0,100.0,-,-,7.3,-0.2
Eric Maynor,1,0,0,0,0,0,0,0,0,0,267,4.3,1.3,2.8,0.1,0.4,0.4,39.2,72.1,35.0,44.2,10.6,3.3
O.J. Mayo,2,0,0,0,0,0,0,0,0,0,547,13.8,3.1,2.9,0.3,1.0,1.6,42.9,82.0,37.3,49.4,13.4,21.8
Travis Mays,1,0,0,0,0,0,0,0,0,0,115,11.1,2.0,2.8,0.1,0.9,0.9,41.0,74.9,36.2,45.9,11.7,2.4
Matt Mazza,0,0,0,0,0,0,0,0,0,26,3.8,-,1.1,-,-,-,30.0,71.1,-,-,-,0.0
Luc Mbah a Moute,3,1,0,0,0,0,0,0,0,0,686,6.4,4.1,0.9,0.4,0.9,0.3,45.4,66.0,33.5,48.2,10.7,26.0
Bob McAdoo,4,0,1,5,2,0,3,0,0,1,852,22.1,9.4,2.3,1.5,1.0,0.0,50.3,75.4,8.1,50.3,20.7,89.1
James Michael McAdoo,4,0,0,0,0,0,0,0,0,0,111,3.0,1.7,0.3,0.4,0.3,0.0,52.8,53.4,29.4,53.8,14.6,2.4
Ken McBride,2,0,0,0,0,0,0,0,0,0,12,9.8,2.6,1.2,-,-,-,32.7,72.4,-,-,7.9,-0.4
Ray McCallum,1,0,0,0,0,0,0,0,0,0,154,6.0,2.0,2.4,0.2,0.5,0.5,40.8,71.1,33.5,44.7,11.0,2.1
Bob McCann,3,0,0,0,0,0,0,0,0,0,178,4.2,2.6,0.6,0.4,0.4,0.0,47.9,57.7,20.0,48.0,10.2,2.0
Brendan McCann,1,0,0,0,0,0,0,0,0,0,41,1.8,1.2,1.6,-,-,-,20.4,70.0,-,-,6.4,-0.6
Mel McCants,3,0,0,0,0,0,0,0,0,0,13,1.7,0.5,0.2,0.1,0.2,0.0,30.8,75.0,-,30.8,5.1,0.0
Rashad McCants,2,0,0,0,0,0,0,0,0,0,249,10.0,2.0,1.3,0.2,0.7,1.2,43.1,74.1,36.8,49.9,12.9,3.6
Mike McCarron,0,0,0,0,0,0,0,0,0,68,9.7,-,0.9,-,-,-,28.0,61.4,-,-,-,4.3
Andre McCarter,1,0,0,0,0,0,0,0,0,0,103,3.8,0.9,1.7,0.0,0.4,0.0,43.1,72.5,25.0,43.4,10.4,1.1
Willie McCarter,2,0,0,0,0,0,0,0,0,0,155,7.0,1.6,2.0,-,-,-,40.2,65.6,-,-,8.8,-1.0
Johnny McCarthy,2,0,0,0,0,0,0,0,0,0,316,7.8,3.6,3.7,-,-,-,35.3,62.2,-,-,8.8,4.7
Howie McCarty,0,0,0,0,0,0,0,0,0,19,1.1,-,0.1,-,-,-,12.2,10.0,-,-,-,-1.1
Kelly McCarty,2,0,0,0,0,0,0,0,0,0,2,2.0,1.5,0.0,0.0,0.0,0.0,66.7,-,-,66.7,31.7,0.0
Walter McCarty,4,0,0,0,0,0,0,0,0,0,593,5.2,2.6,1.1,0.3,0.6,0.8,39.2,69.8,34.6,47.4,10.1,13.7
Amal McCaskill,5,0,0,0,0,0,0,0,0,0,114,1.8,1.9,0.3,0.3,0.2,0.0,37.7,60.9,0.0,37.7,7.7,0.5
Patrick McCaw,2,0,0,0,0,0,0,0,0,0,128,4.0,1.4,1.2,0.2,0.6,0.5,42.1,77.5,29.6,48.5,8.0,2.3
Dwayne McClain,3,0,0,0,0,0,0,0,0,0,45,3.5,0.7,1.5,0.1,0.8,0.0,38.3,51.4,11.1,38.6,8.3,-0.3
Ted McClain,1,0,0,1,0,1,0,0,0,0,555,8.4,2.9,3.4,0.2,1.7,0.1,44.9,76.7,21.8,45.3,12.5,21.2
Dan McClintock,5,0,0,0,0,0,0,0,0,0,6,3.0,2.8,0.2,0.3,0.0,0.0,50.0,0.0,-,50.0,9.9,0.0
Jack McCloskey,2,0,0,0,0,0,0,0,0,0,1,6.0,3.0,1.0,-,-,-,33.3,-,-,-,7.8,0.0
George McCloud,3,0,0,0,0,0,0,0,0,0,766,9.0,3.1,2.3,0.2,0.8,1.2,40.2,81.0,35.8,47.7,12.7,24.6
CJ McCollum,2,1,0,0,0,0,0,0,0,0,368,17.5,3.0,2.9,0.3,0.9,1.9,45.6,84.1,40.4,52.1,17.3,24.3
John McConathy,0,0,0,0,0,0,0,0,0,11,1.3,1.8,0.7,-,-,-,13.8,42.9,-,-,1.7,-0.5
Bucky McConnell,1,0,0,0,0,0,0,0,0,0,14,4.9,2.4,2.9,-,-,-,38.0,48.3,-,-,11.6,0.5
T.J. McConnell,1,1,0,0,0,0,0,0,0,0,261,6.4,2.9,4.9,0.1,1.3,0.3,48.3,77.8,33.8,50.7,13.5,10.3
Keith McCord,2,0,0,0,0,0,0,0,0,0,2,2.0,1.0,0.5,0.0,0.0,0.0,50.0,-,-,50.0,7.9,0.0
Tim McCormick,5,0,0,0,0,0,0,0,0,0,483,8.3,4.9,1.0,0.4,0.3,0.0,53.5,70.3,6.3,53.5,12.8,21.5
Jelani McCoy,5,0,0,0,0,0,0,0,0,0,260,4.6,3.5,0.5,0.7,0.3,0.0,53.9,49.0,-,53.9,12.6,5.1
Paul McCracken,2,0,0,0,0,0,0,0,0,0,37,4.3,2.0,0.9,0.0,0.5,-,45.0,59.6,-,-,11.0,0.5
Chris McCray,2,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,0.0,-20.7,-0.1
Rodney McCray,3,0,0,0,0,2,0,0,0,0,768,11.7,6.6,3.6,0.6,0.8,0.1,50.3,76.1,26.0,50.7,14.4,56.0
Scooter McCray,4,0,0,0,0,0,0,0,0,0,77,2.9,2.5,1.0,0.3,0.3,0.0,42.3,61.1,-,42.3,8.3,0.4
Erik McCree,3,0,0,0,0,0,0,0,0,0,4,0.0,0.3,0.0,0.0,0.3,0.0,0.0,-,0.0,0.0,-8.9,-0.1
Chris McCullough,4,0,0,0,0,0,0,0,0,0,59,3.3,1.9,0.3,0.3,0.5,0.3,42.6,54.8,30.6,46.7,13.2,0.6
John McCullough,2,0,0,0,0,0,0,0,0,0,8,2.6,0.5,0.4,0.0,0.3,0.0,69.2,60.0,-,69.2,30.7,0.1
Clint McDaniel,2,0,0,0,0,0,0,0,0,0,12,2.5,0.8,0.6,0.0,0.4,0.2,34.8,75.0,33.3,39.1,15.6,0.2
Xavier McDaniel,4,0,0,1,0,0,0,0,0,0,870,15.6,6.1,2.0,0.5,0.9,0.1,48.5,71.8,26.1,48.9,16.1,47.8
Jim McDaniels,5,0,0,1,0,0,0,0,0,0,271,10.0,6.5,1.1,0.6,0.2,0.0,46.6,72.0,-,46.6,16.8,9.1
K.J. McDaniels,3,0,0,0,0,0,0,0,0,0,148,5.3,2.2,0.6,0.6,0.5,0.5,41.2,77.6,29.0,46.4,10.8,1.3
Doug McDermott,3,1,0,0,0,0,0,0,0,0,292,7.9,2.3,0.8,0.1,0.2,1.1,45.6,82.7,40.5,54.2,10.7,9.3
Ben McDonald,3,0,0,0,0,0,0,0,0,0,176,6.0,3.2,1.3,0.1,0.4,0.1,46.8,72.7,22.7,47.3,8.3,2.5
Glenn McDonald,3,0,0,0,0,0,0,0,0,0,146,4.2,1.5,0.7,0.2,0.3,-,40.0,73.2,-,-,10.3,1.1
Michael McDonald,5,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,-,-,-,-,-22.1,-0.1
Roderick McDonald,3,0,0,0,0,0,0,0,0,0,87,3.2,2.3,0.5,,,0.0,44.8,70.4,37.5,45.4,15.2,1.1
Hank McDowell,4,0,0,0,0,0,0,0,0,0,206,2.9,2.3,0.5,0.1,0.2,0.0,45.1,71.0,0.0,45.1,10.0,2.0
Antonio McDyess,4,0,0,1,1,0,0,0,0,0,1015,12.0,7.5,1.3,1.1,0.8,0.0,49.7,67.0,11.7,49.7,17.2,69.8
Jim McElroy,1,0,0,0,0,0,0,0,0,0,418,9.9,2.0,3.5,0.3,0.9,0.0,46.8,76.4,20.6,46.9,12.9,14.0
Patrick McFarland,2,0,0,0,0,0,0,0,0,0,148,6.4,2.0,1.5,0.1,0.5,0.1,45.8,77.1,26.2,46.5,13.3,2.4
Ivan McFarlin,4,0,0,0,0,0,0,0,0,0,11,1.4,1.0,0.1,0.0,0.0,0.0,38.5,71.4,0.0,38.5,12.2,0.1
Mel McGaha,0,0,0,0,0,0,0,0,0,51,3.5,-,1.0,-,-,-,31.8,59.1,-,-,-,1.5
Mitch McGary,4,0,0,0,0,0,0,0,0,0,52,4.4,3.5,0.3,0.3,0.3,0.0,52.7,58.0,0.0,52.7,15.4,1.3
JaVale McGee,5,1,0,0,0,0,0,0,0,0,585,7.7,4.8,0.4,1.5,0.4,0.0,56.2,58.8,10.5,56.2,19.3,28.2
Mike McGee,3,0,0,0,0,0,0,0,0,0,520,9.6,2.1,1.2,0.1,0.7,0.6,48.7,59.7,35.4,52.3,14.0,15.1
Bill McGill,5,0,0,0,0,0,0,0,0,0,295,10.5,4.4,1.1,-,-,0.0,51.4,70.1,-,51.4,19.0,16.9
George McGinnis,4,0,1,6,2,0,0,0,0,1,842,20.2,11.0,3.7,0.5,1.9,0.2,45.8,66.4,27.3,46.1,20.0,74.6
Jon McGlocklin,3,0,0,1,0,0,0,0,0,0,792,11.6,2.4,2.9,0.1,0.5,-,48.9,84.5,-,-,13.6,47.1
Tracy McGrady,2,0,1,7,7,0,2,0,0,0,938,19.6,5.6,4.4,0.9,1.2,1.2,43.5,74.6,33.8,47.0,22.1,97.3
Gil McGregor,4,0,0,0,0,0,0,0,0,0,42,4.1,3.5,0.4,-,-,-,36.3,69.6,-,-,6.8,-0.4
Elton McGriff,5,0,0,0,0,0,0,0,0,0,56,6.0,4.6,0.2,-,-,0.0,47.7,59.2,0.0,47.7,12.8,1.6
Rodney McGruder,2,1,0,0,0,0,0,0,0,0,123,7.3,3.4,1.7,0.2,0.6,1.1,43.1,65.3,36.2,51.5,10.0,5.2
Alfred McGuire,1,0,1,0,0,0,0,0,0,0,191,4.0,2.2,1.9,-,-,-,37.9,55.1,-,-,11.1,5.5
Allie McGuire,2,0,0,0,0,0,0,0,0,0,2,2.0,1.0,0.5,0.0,0.0,-,50.0,-,-,-,10.3,0.0
Dick McGuire,1,0,1,7,1,0,0,1,0,0,738,8.0,4.2,5.7,-,-,-,38.9,64.4,-,-,15.5,50.9
Dominic McGuire,2,0,0,0,0,0,0,0,0,0,342,2.7,3.4,1.2,0.5,0.5,0.0,41.9,65.8,18.8,42.0,9.8,4.1
Kevin McHale,4,0,1,7,1,6,0,0,0,0,971,17.9,7.3,1.7,1.7,0.4,0.0,55.4,79.8,26.1,55.5,20.0,113.0
Maurice McHartley,1,0,0,0,0,0,0,0,0,0,189,12.4,3.2,3.4,-,-,0.1,40.2,74.6,18.8,40.6,9.4,5.0
Jim McIlvaine,5,0,0,0,0,0,0,0,0,0,401,2.7,3.1,0.3,1.7,0.3,0.0,44.6,55.1,10.0,44.7,10.0,9.4
Jeff McInnis,1,0,0,0,0,0,0,0,0,0,576,9.4,2.0,4.4,0.1,0.6,0.5,43.1,79.6,32.8,46.1,12.6,23.1
Kenny McIntosh,3,0,0,0,0,0,0,0,0,0,177,5.3,3.9,1.0,0.4,0.7,-,36.1,58.1,-,-,6.8,-1.5
Bob McIntyre,3,0,0,0,0,0,0,0,0,0,28,7.1,4.3,0.6,-,-,0.0,37.4,57.6,25.0,37.7,9.3,-0.1
Jerry McKee,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,-,-,0.0,0.0,-,-,0.0,-29.8,0.0
Kevin McKenna,2,0,0,0,0,0,0,0,0,0,243,5.4,1.3,1.4,0.1,0.8,0.4,41.4,81.9,36.7,45.6,10.5,4.0
Forrest McKenzie,3,0,0,0,0,0,0,0,0,0,6,2.8,1.2,0.2,0.0,0.2,0.2,25.0,100.0,50.0,26.8,-2.2,-0.2
Stan McKenzie,3,0,0,0,0,0,0,0,0,0,396,9.0,2.8,1.5,0.0,0.3,-,44.4,80.2,-,-,13.2,14.5
Derrick McKey,3,0,0,0,0,2,0,0,0,0,937,11.0,4.7,2.4,0.7,1.1,0.2,48.6,77.9,31.6,49.8,13.9,61.8
Aaron McKie,2,0,0,0,0,0,0,0,0,0,793,7.4,3.3,2.7,0.2,1.2,0.5,43.8,77.9,35.0,47.5,12.8,40.0
Billy McKinney,1,0,0,0,0,0,0,0,0,0,476,8.0,1.4,3.5,0.1,0.7,0.0,49.3,82.0,6.3,49.3,13.7,15.6
Bones McKinney,3,0,0,0,2,0,0,0,0,0,318,9.4,3.5,1.6,-,-,-,29.8,71.1,-,-,9.4,15.4
Carlton McKinney,2,0,0,0,0,0,0,0,0,0,9,2.4,1.4,0.8,0.1,0.7,0.0,24.4,50.0,0.0,24.4,-0.1,-0.3
Trey McKinney-Jones,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,0.0,0.0
Alfonzo McKinnie,3,1,0,0,0,0,0,0,0,0,34,4.4,2.5,0.3,0.2,0.1,0.7,50.4,55.6,43.4,60.4,12.8,0.9
Ben McLemore,2,1,0,0,0,0,0,0,0,0,357,8.9,2.5,1.1,0.2,0.7,1.2,41.6,78.2,35.1,49.3,9.2,4.3
McCoy McLemore,3,0,0,0,0,0,0,0,0,0,580,8.8,5.5,1.3,-,-,-,39.4,77.1,-,-,12.2,9.5
George McLeod,0,0,0,0,0,0,0,0,0,10,1.2,2.1,0.4,-,-,-,12.5,53.3,-,-,2.9,-0.2
Keith McLeod,1,0,0,0,0,0,0,0,0,0,200,5.5,1.3,2.7,0.1,0.7,0.3,35.7,80.0,28.2,38.6,9.6,1.9
Roshown McLeod,3,0,0,0,0,0,0,0,0,0,113,7.2,2.7,1.1,0.1,0.4,0.0,40.9,81.9,11.1,41.2,10.1,0.2
Jack McMahon,2,0,0,0,0,0,0,0,0,0,524,8.1,2.7,3.7,-,-,-,33.7,63.7,-,-,9.5,6.2
Nate McMillan,1,0,0,0,0,2,0,0,0,0,796,5.9,4.0,6.1,0.4,1.9,0.4,44.3,65.0,34.3,47.9,14.5,50.2
Tom McMillen,5,0,0,0,0,0,0,0,0,0,729,8.1,4.0,1.1,0.3,0.3,0.0,48.3,80.6,12.0,48.3,12.2,27.2
Jim McMillian,3,0,0,0,0,0,0,0,0,0,631,13.8,5.3,2.5,0.2,1.1,-,48.2,83.2,-,-,13.9,46.0
