Name,Pos,Active,HoF,All_Star,All_Nba,All_Def,Score_Champ,Assit_Champ,Trb_Champ,MVP,GP,PPG,TRPG,APG,BPG,SPG,3PG,FG%,FT%,3P%,EF%,EFF,Win_Shares
Reggie Theus,2,0,0,2,0,0,0,0,0,0,1026,18.5,3.3,6.3,0.2,1.2,0.3,47.1,82.6,25.2,47.9,16.6,66.9
Peter Thibeaux,3,0,0,0,0,0,0,0,0,0,93,5.0,1.5,0.5,0.3,0.4,0.0,45.3,62.6,28.6,45.6,10.5,0.1
Bill Thieben,4,0,0,0,0,0,0,0,0,0,85,4.0,3.2,0.3,-,-,-,33.1,64.0,-,-,10.1,-0.5
Justus Thigpen,2,0,0,0,0,0,0,0,0,0,22,2.7,0.8,0.5,0.0,0.0,0.0,36.7,33.3,-,36.7,5.1,-0.3
David Thirdkill,3,0,0,0,0,0,0,0,0,0,179,2.8,1.2,0.5,0.1,0.3,0.0,45.7,56.5,9.1,45.8,8.0,1.3
Adonis Thomas,3,0,0,0,0,0,0,0,0,0,6,2.3,0.5,0.5,0.0,0.0,0.2,42.9,100.0,20.0,46.4,7.3,0.0
Billy Thomas,2,0,0,0,0,0,0,0,0,0,53,2.7,1.0,0.5,0.0,0.5,0.6,33.8,84.6,30.4,44.0,7.8,0.4
Carl Thomas,2,0,0,0,0,0,0,0,0,0,63,2.9,1.0,0.4,0.1,0.4,0.4,39.8,64.3,31.5,46.3,10.3,0.6
Charles Thomas,2,0,0,0,0,0,0,0,0,0,36,1.3,0.6,0.6,0.0,0.1,0.1,35.3,66.7,11.8,37.3,6.1,-0.1
Etan Thomas,4,0,0,0,0,0,0,0,0,0,409,5.7,4.7,0.4,1.0,0.3,0.0,51.3,60.3,-,51.3,14.5,14.9
Irving Thomas,4,0,0,0,0,0,0,0,0,0,26,1.8,1.2,0.4,0.0,0.2,0.0,34.0,57.1,-,34.0,7.3,-0.1
Isaiah Thomas,1,0,0,2,1,0,0,0,0,0,473,18.9,2.6,5.1,0.1,0.9,1.9,43.9,87.7,36.1,50.9,20.5,45.6
Isiah Thomas,1,0,1,12,5,0,0,1,0,0,979,19.2,3.6,9.3,0.3,1.9,0.4,45.2,75.9,29.0,46.5,18.1,80.7
Jamel Thomas,3,0,0,0,0,0,0,0,0,0,12,2.5,1.2,0.5,0.0,0.3,0.1,37.8,100.0,16.7,39.2,4.6,-0.3
James Thomas,4,0,0,0,0,0,0,0,0,0,33,1.6,2.3,0.2,0.2,0.1,0.0,56.4,50.0,-,56.4,9.1,0.4
Jim Thomas,2,0,0,0,0,0,0,0,0,0,161,8.4,2.6,2.3,0.1,0.9,0.1,47.1,76.3,17.0,47.5,12.5,4.9
Joe Thomas,3,0,0,0,0,0,0,0,0,0,39,1.4,1.1,0.4,-,-,-,26.7,45.0,-,-,4.3,-0.6
John Thomas,4,0,0,0,0,0,0,0,0,0,208,2.7,2.1,0.3,0.2,0.3,0.0,50.2,59.1,0.0,50.2,9.4,3.2
Kenny Thomas,4,0,0,0,0,0,0,0,0,0,632,9.3,6.9,1.5,0.4,0.8,0.1,46.5,69.9,24.4,47.1,13.9,31.2
Khyri Thomas,2,1,0,0,0,0,0,0,0,0,5,1.8,1.4,0.6,0.0,0.0,0.4,33.3,50.0,33.3,44.4,8.8,0.0
Kurt Thomas,4,0,0,0,0,0,0,0,0,0,1110,8.1,6.6,1.1,0.8,0.7,0.0,48.6,76.0,28.1,48.7,13.9,64.2
Lance Thomas,3,1,0,0,0,0,0,0,0,0,357,5.2,2.6,0.7,0.1,0.4,0.4,41.8,80.3,40.2,46.3,8.5,5.3
Malcolm Thomas,4,0,0,0,0,0,0,0,0,0,40,1.9,2.4,0.4,0.2,0.2,0.0,43.5,60.0,9.1,44.2,8.4,0.1
Ronald Thomas,4,0,0,0,0,0,0,0,0,0,264,4.0,4.1,0.8,0.2,0.7,0.0,46.8,53.6,21.4,47.0,12.6,7.4
Terry Thomas,4,0,0,0,0,0,0,0,0,0,28,2.8,1.3,0.1,0.1,0.1,-,43.1,72.4,-,-,16.3,0.2
Tim Thomas,3,0,0,0,0,0,0,0,0,0,824,11.5,4.1,1.5,0.4,0.7,1.2,43.7,75.8,36.9,49.7,14.0,35.2
Tyrus Thomas,5,0,0,0,0,0,0,0,0,0,402,7.7,4.8,0.9,1.3,0.8,0.0,43.8,73.2,23.5,43.9,14.8,13.0
Willis Thomas,2,0,0,0,0,0,0,0,0,0,62,9.0,1.8,0.9,-,-,0.0,44.2,74.2,0.0,44.2,12.3,1.5
Trey Thompkins,5,0,0,0,0,0,0,0,0,0,24,2.4,1.0,0.1,0.1,0.1,0.2,39.3,71.4,30.8,42.6,12.0,0.0
Bernard Thompson,2,0,0,0,0,0,0,0,0,0,204,5.3,1.7,1.3,0.1,0.6,0.0,43.9,78.9,0.0,43.9,10.2,3.4
Billy Thompson,3,0,0,0,0,0,0,0,0,0,300,8.6,5.4,1.7,0.9,0.5,0.0,50.5,67.4,15.4,50.5,13.2,9.6
Brooks Thompson,1,0,0,0,0,0,0,0,0,0,168,4.5,0.9,1.7,0.0,0.5,0.9,40.9,64.7,37.6,51.9,13.4,2.0
Corny Thompson,4,0,0,0,0,0,0,0,0,0,44,2.8,2.7,0.8,0.2,0.3,0.0,31.4,78.3,-,31.4,6.0,-0.1
David Thompson,2,0,1,5,2,0,0,0,0,0,592,22.7,4.1,3.3,0.9,1.0,0.1,50.5,78.1,25.5,50.7,19.9,63.3
Dijon Thompson,3,0,0,0,0,0,0,0,0,0,16,2.8,1.2,0.2,0.1,0.2,0.3,42.5,87.5,30.8,47.5,16.4,0.2
George Thompson,1,0,0,3,0,0,0,0,0,0,437,18.6,3.3,3.6,0.2,1.2,0.3,46.5,76.2,26.5,47.3,17.4,30.9
Hollis Thompson,3,0,0,0,0,0,0,0,0,0,265,7.7,3.1,1.1,0.3,0.6,1.4,41.3,70.7,38.6,51.4,9.6,6.5
Jack Thompson,0,0,0,0,0,0,0,0,0,2,1.0,0.5,1.0,-,-,0.0,33.3,-,0.0,33.3,5.0,0.0
Jason Thompson,4,0,0,0,0,0,0,0,0,0,588,8.9,6.6,1.1,0.7,0.5,0.0,49.6,65.7,14.3,49.7,13.5,23.8
John Thompson,4,0,1,0,0,0,0,0,0,0,74,3.5,3.5,0.3,-,-,-,41.0,59.5,-,-,10.2,2.1
Kevin Thompson,5,0,0,0,0,0,0,0,0,0,14,0.9,0.9,0.2,0.1,0.0,0.0,42.9,50.0,0.0,42.9,4.9,0.0
Klay Thompson,2,1,0,4,2,0,0,0,0,0,566,19.4,3.4,2.3,0.5,0.9,2.9,45.8,85.0,41.8,54.9,16.3,42.5
LaSalle Thompson,5,0,0,0,0,0,0,0,0,0,985,7.9,6.8,1.2,1.0,0.8,0.0,49.2,73.7,15.4,49.2,13.6,35.0
Mychal Thompson,4,0,0,0,0,0,0,0,0,0,935,13.7,7.4,2.3,1.1,0.7,0.0,50.4,65.5,8.3,50.4,15.7,59.1
Mychel Thompson,2,0,0,0,0,0,0,0,0,0,5,3.6,1.0,1.4,0.2,0.4,0.8,29.2,-,36.4,37.5,2.2,-0.2
Paul Thompson,3,0,0,0,0,0,0,0,0,0,154,8.9,3.5,1.5,0.5,0.9,0.1,43.2,79.2,21.0,43.8,13.7,4.9
Stephen Thompson,2,0,0,0,0,0,0,0,0,0,19,1.6,1.0,0.4,0.2,0.3,0.0,37.8,37.5,0.0,37.8,11.5,0.0
Tristan Thompson,5,1,0,0,0,0,0,0,0,0,546,9.2,8.6,0.9,0.7,0.5,0.0,52.0,60.8,0.0,52.0,15.5,39.8
Skip Thoren,5,0,0,1,0,0,0,0,0,0,170,13.2,11.0,1.9,-,-,0.0,46.5,61.2,0.0,46.5,18.6,13.0
Rod Thorn,1,0,1,0,0,0,0,0,0,0,466,10.8,3.1,2.6,-,-,-,43.3,72.3,-,-,14.5,17.2
Al Thornton,3,0,0,0,0,0,0,0,0,0,296,11.9,4.2,1.2,0.5,0.6,0.3,45.2,74.7,29.3,46.5,12.3,6.1
Bob Thornton,4,0,0,0,0,0,0,0,0,0,283,3.0,2.5,0.3,0.1,0.3,0.0,44.4,55.8,22.2,44.6,6.2,1.3
Dallas Thornton,3,0,0,0,0,0,0,0,0,0,50,6.8,2.8,1.5,-,-,0.0,43.3,65.5,18.2,43.7,9.0,1.3
Marcus Thornton,2,0,0,0,0,0,0,0,0,0,483,11.9,2.8,1.4,0.1,0.8,1.5,42.5,83.0,35.8,49.8,15.5,20.0
Sindarius Thornwell,2,1,0,0,0,0,0,0,0,0,86,3.5,1.8,0.9,0.3,0.6,0.3,43.0,68.5,36.4,48.0,8.0,1.1
Otis Thorpe,5,0,0,1,0,0,0,0,0,0,1257,14.0,8.2,2.2,0.4,0.7,0.0,54.6,68.7,4.7,54.6,16.0,106.4
Sedale Threatt,2,0,0,0,0,0,0,0,0,0,951,9.8,1.8,3.8,0.1,1.2,0.2,48.5,81.5,29.3,49.6,14.7,48.0
Nate Thurmond,5,0,1,7,0,5,0,0,0,0,964,15.0,15.0,2.7,2.1,0.5,-,42.1,66.7,-,-,16.5,78.0
Mel Thurston,0,0,0,0,0,0,0,0,0,14,5.6,-,0.3,-,-,-,28.3,50.0,-,-,-,-0.1
Hal Tidrick,0,0,0,0,0,0,0,0,0,61,9.0,-,1.7,-,-,-,31.5,80.0,-,-,-,2.5
Dan Tieman,1,0,0,0,0,0,0,0,0,0,29,1.2,0.8,0.9,-,-,-,26.3,40.0,-,-,4.1,-0.5
Darren Tillis,5,0,0,0,0,0,0,0,0,0,124,3.4,2.5,0.3,0.7,0.2,0.0,42.3,62.6,0.0,42.3,10.0,0.9
Jack Tingle,0,0,0,0,0,0,0,0,0,39,2.3,-,0.2,-,-,-,25.9,51.5,-,-,-,0.4
George Tinsley,3,0,0,0,0,0,0,0,0,0,133,5.3,2.9,0.9,,-,0.0,42.2,74.3,20.0,42.7,11.2,3.1
Jamaal Tinsley,1,0,0,0,0,0,0,0,0,0,547,8.5,2.9,6.1,0.3,1.4,0.7,39.3,71.6,29.9,43.7,13.6,17.2
Wayman Tisdale,4,0,0,0,0,0,0,0,0,0,840,15.3,6.1,1.3,0.6,0.6,0.0,50.5,76.0,0.0,50.5,15.7,45.7
Mike Tobey,5,0,0,0,0,0,0,0,0,0,2,1.0,1.5,0.5,0.0,0.0,0.0,25.0,-,-,25.0,-0.1,0.0
Mike Todorovich,0,0,0,0,0,0,0,0,0,131,11.0,6.9,2.9,-,-,-,30.9,71.1,-,-,-,5.3
Ray Tolbert,4,0,0,0,0,0,0,0,0,0,261,3.6,2.3,0.5,0.4,0.3,0.0,49.5,54.4,0.0,49.5,9.8,2.9
Tom Tolbert,4,0,0,0,0,0,0,0,0,0,312,6.5,4.0,0.9,0.3,0.4,0.1,46.0,71.6,29.6,46.8,10.5,6.6
Anthony Tolliver,3,1,0,0,0,0,0,0,0,0,616,6.5,3.4,0.9,0.3,0.4,1.2,42.2,76.9,37.7,54.2,11.4,24.6
Dean Tolson,4,0,0,0,0,0,0,0,0,0,80,5.0,2.2,0.4,0.3,0.5,-,54.6,54.5,-,-,20.1,2.2
Rudy Tomjanovich,4,0,0,5,0,0,0,0,0,0,768,17.4,8.1,2.0,0.3,0.7,0.3,50.1,78.4,26.2,50.2,16.9,70.4
Andrew Toney,2,0,0,2,0,0,0,0,0,0,468,15.9,2.2,4.2,0.2,0.8,0.3,50.0,79.7,34.2,51.2,16.1,26.9
Sedric Toney,1,0,0,0,0,0,0,0,0,0,112,3.7,0.9,2.1,0.0,0.4,0.3,36.5,78.1,34.1,40.6,7.8,0.0
Andy Tonkovich,0,0,0,0,0,0,0,0,0,17,2.6,-,0.6,-,-,-,26.8,66.7,-,-,-,-0.4
Andy Toolson,3,0,0,0,0,0,0,0,0,0,60,2.7,1.2,0.5,0.0,0.2,0.3,39.7,75.7,34.1,44.9,8.0,0.6
Jack Toomay,0,0,0,0,0,0,0,0,0,131,6.7,-,0.9,-,-,-,37.6,69.1,-,-,-,6.3
Bernard Toone,4,0,0,0,0,0,0,0,0,0,23,2.4,1.5,0.5,0.2,0.2,0.0,35.9,80.0,14.3,36.7,8.9,-0.1
Irv Torgoff,0,0,0,0,0,0,0,0,0,147,6.8,-,0.7,-,-,-,24.6,77.1,-,-,-,6.5
Gene Tormohlen,5,0,0,0,0,0,0,0,0,0,271,4.4,4.1,0.9,-,-,-,41.1,57.9,-,-,11.9,2.3
Oscar Torres,2,0,0,0,0,0,0,0,0,0,82,5.4,1.6,0.5,0.1,0.4,0.5,40.1,76.8,31.7,45.9,11.7,1.1
Bill Tosheff,1,0,0,0,0,0,0,0,0,0,203,9.2,3.0,3.3,-,-,-,31.5,79.3,-,-,11.2,5.2
Bob Tough,0,0,0,0,0,0,0,0,0,82,7.1,-,1.7,-,-,-,27.8,71.3,-,-,-,-0.8
Axel Toupane,3,0,0,0,0,0,0,0,0,0,25,3.5,1.3,0.6,0.3,0.3,0.6,38.0,76.5,31.8,46.8,7.0,0.4
Monte Towe,1,0,0,1,0,0,0,0,0,0,115,2.8,0.8,1.9,0.0,0.5,0.1,40.4,78.3,21.4,41.8,9.6,0.2
Keith Tower,5,0,0,0,0,0,0,0,0,0,53,1.8,1.3,0.1,0.2,0.1,0.0,42.9,55.6,0.0,42.9,5.9,0.0
Blackie Towery,0,0,0,0,0,0,0,0,0,128,9.4,-,2.4,-,-,-,29.3,74.8,-,-,-,4.2
Linton Townes,3,0,0,0,0,0,0,0,0,0,60,4.3,1.1,0.5,0.1,0.3,0.2,44.0,75.0,36.0,45.8,11.5,0.6
Karl-Anthony Towns,5,1,0,1,1,0,0,0,0,0,274,21.6,11.7,2.4,1.5,0.7,1.1,53.8,83.9,39.0,57.4,24.3,37.8
Raymond Townsend,2,0,0,0,0,0,0,0,0,0,154,4.8,1.0,1.4,0.1,0.6,0.1,41.1,70.3,17.1,41.5,9.8,1.0
George Trapp,4,0,0,0,0,0,0,0,0,0,379,8.8,3.9,1.0,0.3,0.5,-,44.4,75.2,-,-,13.3,8.4
John Trapp,3,0,0,0,0,0,0,0,0,0,303,7.2,4.4,1.0,,,0.0,42.0,71.7,0.0,42.0,10.7,6.4
Robert Traylor,4,0,0,0,0,0,0,0,0,0,438,4.8,3.7,0.7,0.7,0.6,0.0,47.4,57.7,16.7,47.5,14.5,13.3
Gary Trent,5,0,0,0,0,0,0,0,0,0,506,8.6,4.5,1.0,0.3,0.4,0.0,50.1,64.3,8.0,50.1,15.9,23.2
Gary Trent Jr.,2,1,0,0,0,0,0,0,0,0,3,3.3,1.3,0.0,0.0,0.0,0.7,30.8,0.0,40.0,38.5,0.4,-0.1
Jeff Trepagnier,2,0,0,0,0,0,0,0,0,0,31,2.8,1.4,0.7,0.1,0.6,0.2,33.7,70.0,46.2,36.6,9.5,-0.2
John Tresvant,4,0,0,0,0,0,0,0,0,0,559,9.2,6.3,1.4,-,-,-,45.1,69.3,-,-,13.5,24.4
Allonzo Trier,2,1,0,0,0,0,0,0,0,0,27,11.3,3.1,1.9,0.4,0.4,0.7,47.0,81.6,39.1,51.1,13.7,0.6
Dick Triptow,0,0,0,0,0,0,0,0,0,59,5.7,-,1.6,-,-,-,27.5,72.7,-,-,-,1.4
Kelly Tripucka,3,0,0,2,0,0,0,0,0,0,707,17.2,3.8,3.0,0.2,1.0,0.2,47.3,84.9,36.1,48.2,16.2,44.4
Ansley Truitt,4,0,0,0,0,0,0,0,0,0,16,2.4,2.4,0.1,,,0.0,42.9,33.3,-,42.9,12.9,-0.1
Cezary Trybanski,5,0,0,0,0,0,0,0,0,0,22,0.7,0.7,0.0,0.3,0.0,0.0,20.8,41.7,-,20.8,-3.0,-0.5
Jake Tsakalidis,5,0,0,0,0,0,0,0,0,0,315,4.8,3.9,0.3,0.7,0.2,0.0,49.0,65.7,0.0,49.0,11.8,9.9
John Tschogl,3,0,0,0,0,0,0,0,0,0,113,2.5,1.8,0.6,0.4,0.4,-,35.6,58.1,-,-,7.3,-0.3
Lou Tsioropoulos,3,0,0,0,0,0,0,0,0,0,157,5.8,4.8,1.1,-,-,-,31.5,71.7,-,-,7.7,2.1
Nikoloz Tskitishvili,3,0,0,0,0,0,0,0,0,0,172,2.9,1.8,0.7,0.3,0.3,0.3,30.4,73.0,23.5,33.8,5.2,-1.6
Al Tucker,4,0,0,0,0,0,0,0,0,0,352,10.1,4.9,1.0,,-,0.3,45.6,72.7,37.1,46.1,13.1,11.1
Alando Tucker,3,0,0,0,0,0,0,0,0,0,51,4.1,1.0,0.3,0.0,0.1,0.2,42.3,78.3,29.4,45.1,13.0,0.4
Anthony Tucker,3,0,0,0,0,0,0,0,0,0,62,3.9,2.7,1.1,0.2,0.7,0.0,45.7,61.4,0.0,45.7,9.2,0.6
Jim Tucker,4,0,0,0,0,0,0,0,0,0,99,4.1,3.5,0.5,-,-,-,34.9,76.2,-,-,8.5,1.3
P.J. Tucker,4,1,0,0,0,0,0,0,0,0,526,7.4,5.7,1.4,0.3,1.2,0.9,42.6,74.8,35.9,49.8,11.1,26.1
Trent Tucker,2,0,0,0,0,0,0,0,0,0,756,8.2,2.0,2.0,0.1,0.9,0.8,46.1,75.4,40.8,51.2,12.9,34.3
Ronny Turiaf,5,0,0,0,0,0,0,0,0,0,473,4.7,3.7,1.3,1.3,0.4,0.0,53.3,63.6,0.0,53.3,13.8,19.2
Mirsad Turkcan,4,0,0,0,0,0,0,0,0,0,17,1.9,1.9,0.3,0.1,0.2,0.0,36.8,62.5,0.0,36.8,11.1,0.0
Hedo Turkoglu,3,0,0,0,0,0,0,0,0,0,997,11.1,4.0,2.8,0.3,0.8,1.2,42.6,78.4,38.4,49.5,14.3,63.3
Andre Turner,1,0,0,0,0,0,0,0,0,0,170,4.5,1.5,3.1,0.0,0.8,0.1,42.2,76.4,23.7,43.2,12.0,1.8
Bill Turner,3,0,0,0,0,0,0,0,0,0,294,5.4,3.5,0.6,-,-,-,40.7,72.8,-,-,10.7,4.8
Elston Turner,3,0,0,0,0,0,0,0,0,0,505,4.7,2.7,1.8,0.1,0.9,0.0,43.2,71.4,15.2,43.3,9.6,8.5
Evan Turner,1,1,0,0,0,0,0,0,0,0,640,10.1,4.8,3.5,0.3,0.8,0.4,43.4,78.2,29.6,45.5,12.0,19.1
Gary Turner,0,0,0,0,0,0,0,0,0,2,3.0,1.5,0.0,-,-,0.0,100.0,66.7,-,100.0,10.1,0.1
Henry Turner,4,0,0,0,0,0,0,0,0,0,66,3.4,1.2,0.4,0.1,0.4,0.0,45.3,60.0,25.0,45.8,13.7,0.4
Herschell Turner,1,0,0,0,0,0,0,0,0,0,41,3.2,1.8,1.1,-,-,0.1,32.1,48.9,23.1,34.0,2.2,-0.6
Jack Turner,3,0,0,0,0,0,0,0,0,0,65,4.3,2.4,1.2,-,-,-,36.0,78.9,-,-,10.5,0.6
Jack Turner,2,0,0,0,0,0,0,0,0,0,42,4.8,2.0,1.0,-,-,-,38.0,76.2,-,-,8.7,0.0
Jeff Turner,3,0,0,0,0,0,0,0,0,0,612,6.0,3.3,1.0,0.1,0.4,0.1,46.7,76.9,34.4,47.8,8.4,8.9
John Turner,3,0,0,0,0,0,0,0,0,0,42,2.8,1.9,0.3,0.1,0.1,0.0,43.9,52.5,-,43.9,7.8,-0.1
Myles Turner,5,1,0,0,0,0,0,0,0,0,233,12.7,6.5,1.2,1.9,0.6,0.5,49.6,77.6,34.3,52.1,17.1,17.6
Wayne Turner,1,0,0,0,0,0,0,0,0,0,3,1.3,1.0,1.7,0.0,0.0,0.0,16.7,33.3,-,16.7,-1.7,-0.1
Melvin Turpin,5,0,0,0,0,0,0,0,0,0,361,8.5,4.6,0.5,1.0,0.4,0.0,51.6,77.7,11.1,51.6,14.3,13.7
Dave Twardzik,1,0,0,1,0,0,0,0,0,0,536,9.3,2.4,3.4,0.1,1.4,0.0,52.7,82.1,24.5,52.9,13.8,33.4
Jack Twyman,3,0,1,6,2,0,0,0,0,0,823,19.2,6.6,2.3,-,-,-,45.0,77.8,-,-,17.8,75.0
B.J. Tyler,1,0,0,0,0,0,0,0,0,0,55,3.5,1.1,3.2,0.0,0.7,0.3,38.1,70.0,31.4,42.3,8.5,-0.7
Jeremy Tyler,5,0,0,0,0,0,0,0,0,0,104,3.6,2.6,0.2,0.4,0.2,0.0,45.0,55.7,0.0,45.0,11.1,0.3
Terry Tyler,4,0,0,0,0,0,0,0,0,0,871,10.2,5.4,1.2,1.5,0.9,0.0,48.4,70.3,12.2,48.5,14.6,40.8
Charlie Tyra,4,0,0,0,0,0,0,0,0,0,348,8.9,7.4,0.9,-,-,-,38.7,67.2,-,-,11.9,5.0
Edwin Ubiles,3,0,0,0,0,0,0,0,0,0,4,3.5,2.5,0.3,0.3,0.3,0.3,27.8,100.0,20.0,30.6,7.3,0.0
Ekpe Udoh,4,1,0,0,0,0,0,0,0,0,353,3.6,2.9,0.7,1.2,0.5,0.0,44.4,71.8,0.0,44.4,11.6,9.2
Ime Udoka,2,0,0,0,0,0,0,0,0,0,316,5.2,2.9,1.0,0.2,0.7,0.7,41.7,70.5,35.6,49.2,10.8,8.8
Beno Udrih,1,0,0,0,0,0,0,0,0,0,831,8.4,2.1,3.4,0.1,0.7,0.6,46.3,83.3,34.9,50.2,14.0,31.4
Roko Ukic,1,0,0,0,0,0,0,0,0,0,85,4.0,0.9,1.9,0.0,0.4,0.2,38.7,74.6,18.9,40.7,10.0,-0.2
Tyler Ulis,1,1,0,0,0,0,0,0,0,0,133,7.5,1.7,4.0,0.1,0.9,0.5,40.3,80.8,28.0,43.5,11.3,0.5
Wes Unseld,5,0,1,5,1,0,0,0,1,1,984,10.8,14.0,3.9,0.6,1.1,0.0,50.9,63.3,50.0,50.9,16.0,110.1
Hal Uplinger,2,0,0,0,0,0,0,0,0,0,23,3.7,1.3,1.1,-,-,-,35.1,90.9,-,-,10.7,0.1
Kelvin Upshaw,2,0,0,0,0,0,0,0,0,0,120,5.4,1.2,2.1,0.1,0.7,0.1,45.3,79.5,23.7,46.5,13.1,1.6
Jarrod Uthoff,4,0,0,0,0,0,0,0,0,0,9,4.4,2.4,1.0,0.4,0.2,0.3,42.1,71.4,33.3,46.1,13.9,0.2
Ben Uzoh,1,0,0,0,0,0,0,0,0,0,60,4.0,2.1,2.2,0.2,0.5,0.1,39.5,58.7,33.3,40.1,13.0,0.7
Stephen Vacendak,1,0,0,0,0,0,0,0,0,0,83,9.9,2.9,2.3,-,-,0.0,39.0,75.4,20.0,39.1,11.4,1.8
Jonas Valanciunas,5,1,0,0,0,0,0,0,0,0,470,11.8,8.4,0.7,1.0,0.4,0.1,55.9,78.7,37.0,56.4,19.8,44.0
Darnell Valentine,1,0,0,0,0,0,0,0,0,0,620,8.7,2.1,5.0,0.1,1.5,0.1,43.7,78.7,26.1,44.2,14.0,22.1
Denzel Valentine,2,0,0,0,0,0,0,0,0,0,134,8.0,4.1,2.3,0.1,0.7,1.6,39.9,75.4,37.4,50.6,10.6,3.1
Ronnie Valentine,3,0,0,0,0,0,0,0,0,0,24,3.5,1.3,0.3,0.2,0.3,0.0,37.8,47.4,50.0,38.3,10.3,-0.3
John Vallely,2,0,0,0,0,0,0,0,0,0,100,3.6,0.7,0.8,-,-,-,37.9,72.1,-,-,9.6,-0.3
Dick Van Arsdale,2,0,0,3,0,1,0,0,0,0,921,16.4,4.1,3.3,0.2,0.9,-,46.4,79.0,-,-,14.4,75.2
Tom Van Arsdale,3,0,0,3,0,0,0,0,0,0,929,15.3,4.2,2.2,0.1,0.7,-,43.1,76.2,-,-,13.0,36.6
Butch van Breda Kolff,0,0,0,0,0,0,0,0,0,175,4.7,-,1.5,-,-,-,30.5,66.9,-,-,-,9.4
Jan van Breda Kolff,3,0,0,0,0,0,0,0,0,0,598,6.2,4.3,2.0,0.8,0.8,0.0,44.4,82.1,28.2,44.5,10.4,22.3
Nick Van Exel,2,0,0,1,0,0,0,0,0,0,880,14.4,2.9,6.6,0.1,0.8,1.7,40.5,79.4,35.7,47.1,15.8,55.9
Keith Van Horn,3,0,0,0,0,0,0,0,0,0,575,16.0,6.8,1.6,0.5,0.8,1.0,44.3,83.5,36.1,48.2,16.8,41.7
Norm Van Lier,1,0,0,3,1,8,0,1,0,0,746,11.8,4.8,7.0,0.2,1.8,-,41.4,78.0,-,-,14.0,47.8
Dennis Van Zant,4,0,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,0.0,0.0,0.0,-,100.0,-,-,39.3,0.0
Gene Vance,0,0,0,0,0,0,0,0,0,175,8.3,3.0,2.3,-,-,-,31.5,68.7,-,-,5.9,10.3
Logan Vander Velden,3,0,0,0,0,0,0,0,0,0,15,0.6,0.4,0.1,0.0,0.0,0.0,21.4,75.0,0.0,21.4,1.8,-0.1
Ernie Vandeweghe,2,0,0,0,0,0,0,0,0,0,224,9.5,4.6,2.4,-,-,-,42.1,74.0,-,-,17.1,18.1
Kiki Vandeweghe,4,0,0,2,0,0,0,0,0,0,810,19.7,3.4,2.1,0.3,0.6,0.3,52.5,87.2,36.8,53.4,18.4,75.6
Nick Vanos,5,0,0,0,0,0,0,0,0,0,68,3.3,3.5,0.9,0.4,0.3,0.0,38.3,56.1,0.0,38.3,7.7,-0.1
David Vanterpool,1,0,0,0,0,0,0,0,0,0,22,5.5,1.7,3.0,0.1,1.0,0.0,41.8,60.0,0.0,41.8,10.9,0.0
Fred VanVleet,1,1,0,0,0,0,0,0,0,0,139,7.2,2.1,2.8,0.2,0.8,1.1,41.3,81.5,39.6,50.3,14.6,6.4
Ratko Varda,5,0,0,0,0,0,0,0,0,0,1,5.0,1.0,0.0,0.0,0.0,0.0,66.7,100.0,-,66.7,15.0,0.0
Anderson Varejao,5,0,0,0,0,1,0,0,0,0,627,7.3,7.2,1.2,0.6,0.9,0.0,51.0,63.1,2.4,51.1,15.6,46.4
Jarvis Varnado,4,0,0,0,0,0,0,0,0,0,37,2.9,1.9,0.4,0.8,0.3,0.0,58.2,51.8,-,58.2,11.5,0.7
Greivis Vasquez,2,0,0,0,0,0,0,0,0,0,401,9.0,2.5,4.8,0.1,0.6,1.0,41.8,81.7,34.9,48.0,13.7,12.6
Chico Vaughn,2,0,0,1,0,0,0,0,0,0,491,11.9,2.5,2.1,-,-,1.9,39.2,73.8,30.1,42.0,12.1,18.0
David Vaughn,5,0,0,0,0,0,0,0,0,0,93,10.7,9.8,1.5,1.4,0.8,0.0,42.1,54.9,0.0,42.1,13.6,1.6
David Vaughn,4,0,0,0,0,0,0,0,0,0,118,2.9,3.1,0.3,0.4,0.3,0.0,42.3,63.8,0.0,42.3,10.1,0.6
Jacque Vaughn,1,0,0,0,0,0,0,0,0,0,776,4.5,1.3,2.5,0.0,0.5,0.1,42.9,77.9,35.2,44.5,10.1,15.4
Rashad Vaughn,2,0,0,0,0,0,0,0,0,0,139,3.0,1.1,0.5,0.2,0.4,0.6,33.7,69.2,31.3,42.4,5.9,-0.6
Virgil Vaughn,0,0,0,0,0,0,0,0,0,17,2.6,-,0.6,-,-,-,19.2,53.6,-,-,-,-0.3
Loy Vaught,4,0,0,0,0,0,0,0,0,0,689,10.1,7.1,0.9,0.3,0.7,0.0,50.4,71.8,24.4,50.6,15.4,35.8
Bob Verga,1,0,0,1,0,0,0,0,0,0,342,20.2,3.9,2.9,0.0,0.6,0.4,43.8,74.9,29.6,44.9,17.5,19.7
Pete Verhoeven,4,0,0,0,0,0,0,0,0,0,282,3.5,2.3,0.5,0.2,0.5,0.0,50.5,68.9,25.0,50.5,10.3,5.2
Jan Vesely,4,0,0,0,0,0,0,0,0,0,162,3.6,3.5,0.6,0.5,0.7,0.0,52.1,40.8,0.0,52.1,10.9,4.0
