,Name,Pos,Active,HoF,All_Star,All_Nba,All_Def,Score_Champ,Assit_Champ,Trb_Champ,MVP,GP,PPG,TRPG,APG,BPG,SPG,3PG,TP,TR,TAST,TBLKS,TSTLS,T3PS,FG%,FT%,3P%,EF%,DRTG,ORTG,VORP,BPM,EFF,Win_Shares
58,Lucius Allen,1,0,0,0,0,0,0,0,0,0,702,13.4,3.1,4.5,0.3,1.5,,9407,2205.0,3174,124,604,,46.3,76.0,,,100,94,7.6,0.5,15.5,42.0
59,Malik Allen,4,0,0,0,0,0,0,0,0,0,478,4.9,2.8,0.5,0.5,0.3,0.0,2334,1353.0,228,220,130,3,43.9,77.8,18.8,44.0,105,95,-3.8,-4.0,9.9,6.6
60,Randy Allen,2,0,0,0,0,0,0,0,0,0,70,3.6,2.1,0.3,0.3,0.2,0.0,252,145.0,23,20,17,0,44.2,53.3,0.0,44.2,111,94,-0.8,-6.2,8.3,0.2
61,Ray Allen,2,0,1,10,2,0,0,0,0,0,1300,18.9,4.1,3.4,0.2,1.1,2.3,24505,5272.0,4361,244,1451,2973,45.2,89.4,40.0,53.0,108,114,58.1,3.0,18.6,145.1
62,Tony Allen,3,0,0,0,0,6,0,0,0,0,820,8.1,3.5,1.3,0.4,1.4,0.2,6654,2884.0,1077,337,1158,125,47.5,70.9,28.2,48.7,102,103,13.7,1.0,14.2,38.7
63,Willie Allen,4,0,0,0,0,0,0,0,0,0,7,1.9,2.0,0.6,,,0.0,13,14.0,4,,,0,30.8,83.3,,30.8,,,,,5.7,0.0
64,Odis Allison,3,0,0,0,0,0,0,0,0,0,36,1.9,1.3,0.3,,,,67,45.0,10,,,,21.8,54.1,,,,,,,4.7,-0.6
65,Lance Allred,5,0,0,0,0,0,0,0,0,0,3,1.0,0.3,0.0,0.0,0.0,0.0,3,1.0,0,0,0,0,25.0,50.0,,25.0,112,72,0.0,-19.7,-1.0,0.0
66,Darrell Allums,4,0,0,0,0,0,0,0,0,0,22,2.7,3.0,1.1,0.4,0.2,0.0,59,65.0,25,8,5,0,34.3,59.1,0.0,34.3,109,79,-0.2,-5.6,5.3,-0.3
67,Morris Almond,2,0,0,0,0,0,0,0,0,0,38,3.1,1.2,0.3,0.1,0.3,0.2,119,46.0,12,4,12,7,38.1,74.3,29.2,41.2,109,91,-0.4,-6.4,7.0,0.0
68,Derrick Alston,5,0,0,0,0,0,0,0,0,0,139,5.4,3.8,0.7,0.6,0.7,0.0,751,525.0,94,87,95,1,48.9,48.7,14.3,49.0,111,103,-0.1,-2.1,11.7,2.6
69,Rafer Alston,1,0,0,0,0,0,0,0,0,0,671,10.1,2.8,4.8,0.2,1.2,1.5,6799,1891.0,3202,105,813,996,38.3,72.9,35.4,46.1,105,102,10.9,0.2,13.2,32.9
70,Peter Aluma,5,0,0,0,0,0,0,0,0,0,2,1.0,1.0,0.0,0.5,0.5,0.0,2,2.0,0,1,1,0,50.0,,,50.0,73,55,0.0,-7.1,3.1,0.0
71,John Amaechi,4,0,0,0,0,0,0,0,0,0,294,6.2,2.6,0.8,0.3,0.3,0.0,1837,772.0,228,94,90,1,40.3,67.1,7.7,40.3,105,90,-5.0,-6.1,8.9,0.5
72,Ashraf Amaya,4,0,0,0,0,0,0,0,0,0,85,4.5,4.2,0.4,0.2,0.3,0.0,379,355.0,36,13,29,1,45.5,63.3,50.0,45.7,107,103,-0.7,-4.4,11.5,1.9
73,Al-Farouq Aminu,3,1,0,0,0,0,0,0,0,0,623,7.6,6.0,1.2,0.6,1.0,0.8,4721,3741.0,749,358,608,477,42.2,73.2,33.7,48.0,106,102,7.4,-0.1,12.3,23.8
74,Lou Amundson,4,0,0,0,0,0,0,0,0,0,428,3.7,3.6,0.4,0.7,0.4,0.0,1564,1541.0,190,306,152,0,47.4,44.4,0.0,47.4,106,100,0.1,-2.0,12.0,6.9
75,Bob Anderegg,3,0,0,0,0,0,0,0,0,0,33,4.0,2.1,0.9,,,,133,69.0,29,,,,38.5,54.8,,,,,,,9.3,0.0
76,Chris Andersen,5,0,0,0,0,0,0,0,0,0,695,5.4,5.0,0.5,1.4,0.4,0.0,3755,3493.0,337,991,312,15,53.2,65.4,22.1,53.5,102,116,9.8,1.2,16.7,39.7
77,David Andersen,4,0,0,0,0,0,0,0,0,0,103,4.9,2.8,0.6,0.2,0.2,0.3,501,292.0,57,21,20,35,44.0,67.4,34.7,47.8,108,101,-0.7,-4.2,11.7,1.5
78,Alan Anderson,2,0,0,0,0,0,0,0,0,0,330,7.3,2.2,1.1,0.1,0.6,1.0,2421,714.0,371,31,182,331,40.5,81.6,34.4,48.4,110,103,-0.2,-2.1,10.3,7.4
79,Andrew Anderson,1,0,0,0,0,0,0,0,0,0,194,10.7,2.7,1.7,,,0.1,2081,527.0,327,,,10,41.0,75.5,15.9,41.3,,,,,10.9,3.5
80,Antonio Anderson,3,0,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,0.0,0.0,0.0,2,1.0,0,0,0,0,33.3,,,33.3,114,66,0.0,-11.4,-1.7,0.0
81,Cliff Anderson,2,0,0,0,0,0,0,0,0,0,84,3.0,1.3,0.9,,,0.0,253,107.0,72,,,0,35.4,58.5,,35.4,,,,,10.6,0.3
82,Dan Anderson,5,0,0,0,0,0,0,0,0,0,140,12.2,9.4,1.1,,,0.0,1707,1316.0,158,,,0,48.1,72.7,,48.1,,,,,17.5,10.9
83,Dan Anderson,1,0,0,0,0,0,0,0,0,0,95,3.7,1.0,1.7,0.0,0.4,,347,91.0,166,3,36,,47.2,84.6,,,101,,-0.6,-4.2,12.3,1.6
84,Derek Anderson,3,0,0,0,0,0,0,0,0,0,615,12.0,3.2,3.4,0.1,1.1,1.0,7357,1988.0,2083,87,691,645,40.8,85.3,34.1,46.3,106,108,13.3,0.9,15.3,43.9
85,Dwight Anderson,1,0,0,0,0,0,0,0,0,0,5,4.2,0.4,0.6,0.0,0.2,0.0,21,2.0,3,0,1,0,50.0,70.0,,50.0,112,96,-0.1,-9.0,10.6,0.0
86,Eric Anderson,4,0,0,0,0,0,0,0,0,0,27,1.6,1.1,0.2,0.1,0.1,0.1,42,31.0,5,2,3,2,34.3,59.3,100.0,37.1,95,97,0.0,-3.4,13.1,0.2
87,Greg Anderson,5,0,0,0,0,0,0,0,0,0,680,7.3,6.2,0.6,0.9,0.7,0.0,4953,4246.0,385,590,480,2,49.2,55.7,8.7,49.2,106,100,-2.6,-2.7,13.0,18.7
88,J.J. Anderson,3,0,0,0,0,0,0,0,0,0,157,4.8,2.8,0.7,0.2,0.7,0.0,751,439.0,110,39,107,0,46.5,55.8,0.0,46.5,104,98,0.3,-1.5,12.1,2.7
89,James Anderson,3,0,0,0,0,0,0,0,0,0,247,5.8,2.3,1.2,0.2,0.5,0.8,1422,560.0,291,55,121,196,41.1,75.5,32.1,48.8,110,100,-0.9,-2.8,9.9,3.3
90,Jerome Anderson,2,0,0,0,0,0,0,0,0,0,49,2.6,0.5,0.3,0.1,0.2,,127,25.0,16,5,9,,49.0,69.4,,,103,,-0.2,-4.5,11.4,0.4
91,Justin Anderson,2,1,0,0,0,0,0,0,0,0,183,5.7,2.7,0.7,0.3,0.4,0.6,1034,492.0,129,58,82,118,42.5,79.0,29.5,49.3,107,106,0.3,-1.5,13.4,4.6
92,Kenny Anderson,1,0,0,1,0,0,0,0,0,0,858,12.6,3.1,6.1,0.1,1.5,0.6,10789,2641.0,5196,111,1258,547,42.1,79.0,34.6,44.9,106,108,18.0,0.8,16.4,62.5
93,Kim Anderson,3,0,0,0,0,0,0,0,0,0,21,3.0,2.1,0.7,0.2,0.2,,63,45.0,15,5,4,,31.2,53.6,,,105,75,-0.4,-8.3,3.0,-0.4
94,Kyle Anderson,3,1,0,0,0,0,0,0,0,0,290,5.2,3.9,1.9,0.5,1.0,0.2,1499,1122.0,539,148,283,55,48.5,72.1,32.7,50.8,101,109,6.0,2.2,13.6,15.0
95,Michael Anderson,1,0,0,0,0,0,0,0,0,0,36,5.7,2.5,4.3,0.1,1.2,0.0,204,89.0,153,3,44,1,41.7,69.5,14.3,42.0,109,93,-0.3,-3.4,10.5,0.2
96,Nick Anderson,2,0,0,0,0,0,0,0,0,0,800,14.4,5.1,2.6,0.5,1.4,1.3,11529,4064.0,2087,364,1114,1055,44.6,66.7,35.6,50.0,106,107,23.5,1.7,15.8,55.3
97,Richard Anderson,4,0,0,0,0,0,0,0,0,0,407,5.6,3.5,1.5,0.2,0.6,0.4,2260,1418.0,611,94,225,148,41.2,76.2,33.3,44.6,108,102,1.2,-1.2,12.3,7.6
98,Ron Anderson,3,0,0,0,0,0,0,0,0,0,664,10.6,3.5,1.4,0.1,0.7,0.2,7056,2312.0,952,90,470,105,47.1,81.4,28.7,47.9,111,107,1.1,-1.7,14.3,24.2
99,Ryan Anderson,4,1,0,0,0,0,0,0,0,0,637,12.5,5.3,0.9,0.3,0.5,2.1,7989,3397.0,582,217,330,1322,42.2,85.4,38.0,52.4,109,115,11.1,0.6,16.5,46.8
100,Shandon Anderson,3,0,0,0,0,0,0,0,0,0,719,7.4,3.1,1.4,0.3,0.8,0.4,5327,2252.0,1007,180,556,307,45.7,73.9,31.6,49.2,105,101,4.9,-0.8,11.7,23.6
101,Willie Anderson,3,0,0,0,0,0,0,0,0,0,555,12.2,3.8,3.8,0.6,1.1,0.2,6771,2082.0,2105,342,594,99,47.1,78.6,26.6,47.9,107,104,8.3,0.0,13.8,27.9
102,Wally Anderzunas,3,0,0,0,0,0,0,0,0,0,44,3.6,1.9,0.2,,,,159,82.0,9,,,,39.2,63.0,,,,,,,8.8,-0.2
103,Martynas Andriuskevicius,5,0,0,0,0,0,0,0,0,0,6,0.0,0.7,0.0,0.0,0.3,0.0,0,4.0,0,0,2,0,0.0,,,0.0,78,64,0.0,0.1,15.5,0.0
104,Don Anielak,4,0,0,0,0,0,0,0,0,0,1,3.0,2.0,0.0,,,,3,2.0,0,,,,0.0,75.0,,,,,,,1.8,-0.1
105,Ike Anigbogu,5,1,0,0,0,0,0,0,0,0,14,0.9,0.9,0.1,0.3,0.1,0.0,13,12.0,1,4,1,0,33.3,83.3,,33.3,102,95,0.0,-6.7,17.0,0.0
106,Michael Ansley,3,0,0,0,0,0,0,0,0,0,149,6.9,4.2,0.4,0.2,0.3,0.0,1026,621.0,67,24,51,0,51.3,72.2,,51.3,113,122,0.5,-1.1,17.0,6.4
107,Chris Anstey,5,0,0,0,0,0,0,0,0,0,155,5.2,3.4,0.8,0.4,0.5,0.0,813,534.0,127,65,78,4,41.3,75.5,13.8,41.6,103,96,-0.4,-2.8,13.2,2.8
108,Giannis Antetokounmpo,1,1,0,2,2,1,0,0,0,0,424,17.8,7.9,4.0,1.3,1.2,0.4,7568,3343.0,1679,560,508,177,51.4,74.0,26.7,53.0,105,112,20.2,3.7,20.9,44.4
109,Thanasis Antetokounmpo,3,0,0,0,0,0,0,0,0,0,2,3.0,0.5,0.0,0.0,0.0,0.0,6,1.0,0,0,0,0,75.0,,0.0,75.0,110,140,0.0,-4.1,32.9,0.0
110,Carmelo Anthony,3,1,0,10,6,0,1,0,0,0,1064,24.0,6.5,3.0,0.5,1.0,1.3,25551,6938.0,3165,527,1081,1362,44.9,81.1,34.7,48.2,108,108,28.0,0.9,20.3,101.0
111,Greg Anthony,1,0,0,0,0,0,0,0,0,0,757,7.3,1.9,4.0,0.1,1.2,0.8,5497,1417.0,2997,79,887,610,40.3,73.3,34.9,46.7,104,106,8.1,0.0,14.5,35.9
112,Joel Anthony,5,0,0,0,0,0,0,0,0,0,490,2.2,2.8,0.2,1.1,0.3,0.0,1064,1353.0,99,531,127,0,51.3,66.2,,51.3,103,112,3.8,0.1,9.7,15.3
113,Pero Antic,5,0,0,0,0,0,0,0,0,0,113,6.3,3.5,0.9,0.2,0.3,1.0,708,398.0,107,26,37,108,39.2,73.0,31.4,48.3,107,103,0.0,-2.1,10.6,3.0
114,OG Anunoby,3,1,0,0,0,0,0,0,0,0,104,6.5,2.7,0.7,0.2,0.7,1.0,675,277.0,73,23,72,109,46.1,53.5,35.4,55.8,108,109,1.0,-0.1,10.0,3.7
115,Keith Appling,1,0,0,0,0,0,0,0,0,0,5,1.2,0.2,0.2,0.0,0.2,0.0,6,1.0,1,0,1,0,25.0,100.0,0.0,25.0,110,57,-0.1,-13.0,-4.8,-0.1
116,Rafael Araujo,5,0,0,0,0,0,0,0,0,0,139,2.8,2.8,0.3,0.1,0.4,0.0,389,395.0,41,16,51,1,40.5,67.9,25.0,40.6,108,87,-1.8,-6.4,6.3,-0.4
117,Stacey Arceneaux,4,0,0,0,0,0,0,0,0,0,7,7.1,4.6,0.6,,,,50,32.0,4,,,,39.3,46.2,,,,,,,10.4,-0.1
118,Robert Archibald,4,0,0,0,0,0,0,0,0,0,44,1.2,1.6,0.4,0.1,0.3,0.0,51,69.0,16,6,14,0,28.3,42.9,,28.3,101,78,-0.2,-5.0,4.9,0.0
119,Tiny Archibald,1,0,1,6,5,0,1,1,0,0,876,18.8,2.3,7.4,0.1,1.1,0.1,16481,2046.0,6476,81,719,19,46.7,81.0,22.4,46.8,105,109,9.5,-0.2,18.0,83.4
120,Ryan Arcidiacono,1,1,0,0,0,0,0,0,0,0,58,4.9,2.0,2.9,0.0,0.8,1.0,286,116.0,166,1,49,58,44.6,83.3,37.9,57.7,113,118,0.2,-1.5,10.1,2.1
121,Jim Ard,5,0,0,0,0,0,0,0,0,0,431,4.4,4.3,0.6,0.5,0.2,0.0,1909,1832.0,278,121,59,4,40.2,66.2,23.5,40.3,97,93,-1.9,-4.4,10.6,4.0
122,Gilbert Arenas,1,0,0,3,3,0,0,0,0,0,552,20.7,3.9,5.3,0.2,1.6,2.0,11402,2168.0,2909,134,884,1079,42.1,80.3,35.1,48.2,109,109,24.1,2.9,19.6,51.3
123,Trevor Ariza,2,1,0,0,0,0,0,0,0,0,973,10.5,4.8,2.1,0.3,1.5,1.4,10257,4688.0,2058,303,1478,1376,42.3,72.6,35.3,50.2,105,106,25.8,1.5,13.3,58.3
124,Paul Arizin,3,0,1,10,4,0,2,0,0,0,713,22.8,8.6,2.3,,,,16266,6129.0,1665,,,,42.1,81.0,,,,,,,19.7,108.8
125,Joe Arlauckas,3,0,0,0,0,0,0,0,0,0,9,3.8,1.4,0.9,0.4,0.3,0.0,34,13.0,8,4,3,0,32.6,75.0,,32.6,112,88,-0.1,-6.5,7.9,-0.1
