,Name,Pos,Active,HoF,All_Star,All_Nba,All_Def,Score_Champ,Assit_Champ,Trb_Champ,MVP,GP,PPG,TRPG,APG,BPG,SPG,3PG,TP,TR,TAST,TBLKS,TSTLS,T3PS,FG%,FT%,3P%,EF%,DRTG,ORTG,VORP,BPM,EFF,Win_Shares
4050,Hasheem Thabeet,5,0,0,0,0,0,0,0,0,0,224,2.2,2.7,0.1,0.8,0.3,0.0,483,595.0,27,184,59,0,56.7,57.8,,56.7,103,106,0.4,-1.4,10.3,4.8
4051,Tom Thacker,1,0,0,0,0,0,0,0,0,0,314,3.2,2.6,1.5,,,0.1,1020,822.0,466,,,10,36.0,50.8,22.7,36.5,,,,,7.4,-0.3
4052,Floyd Theard,1,0,0,0,0,0,0,0,0,0,25,3.8,2.0,1.8,,,0.0,96,51.0,44,,,0,34.5,64.3,0.0,34.5,,,,,2.3,0.0
4053,Daniel Theis,5,1,0,0,0,0,0,0,0,0,86,5.8,4.2,0.9,0.7,0.4,0.4,495,363.0,80,59,36,31,54.5,73.4,34.4,58.9,102,118,1.4,2.3,16.2,4.8
4054,Reggie Theus,2,0,0,2,0,0,0,0,0,0,1026,18.5,3.3,6.3,0.2,1.2,0.3,19015,3349.0,6453,236,1206,238,47.1,82.6,25.2,47.9,111,108,18.4,0.1,16.6,66.9
4055,Peter Thibeaux,3,0,0,0,0,0,0,0,0,0,93,5.0,1.5,0.5,0.3,0.4,0.0,462,144.0,45,32,34,2,45.3,62.6,28.6,45.6,113,96,-0.9,-5.4,10.5,0.1
4056,Bill Thieben,4,0,0,0,0,0,0,0,0,0,85,4.0,3.2,0.3,,,,337,272.0,24,,,,33.1,64.0,,,,,,,10.1,-0.5
4057,Justus Thigpen,2,0,0,0,0,0,0,0,0,0,22,2.7,0.8,0.5,0.0,0.0,0.0,59,18.0,12,0,0,0,36.7,33.3,,36.7,108,,0.0,-27.8,5.1,-0.3
4058,David Thirdkill,3,0,0,0,0,0,0,0,0,0,179,2.8,1.2,0.5,0.1,0.3,0.0,510,209.0,84,13,47,1,45.7,56.5,9.1,45.8,106,95,-0.9,-4.6,8.0,1.3
4059,Adonis Thomas,3,0,0,0,0,0,0,0,0,0,6,2.3,0.5,0.5,0.0,0.0,0.2,14,3.0,3,0,0,1,42.9,100.0,20.0,46.4,115,98,-0.1,-9.7,7.3,0.0
4060,Billy Thomas,2,0,0,0,0,0,0,0,0,0,53,2.7,1.0,0.5,0.0,0.5,0.6,144,52.0,26,2,25,31,33.8,84.6,30.4,44.0,105,94,-0.2,-3.2,7.8,0.4
4061,Carl Thomas,2,0,0,0,0,0,0,0,0,0,63,2.9,1.0,0.4,0.1,0.4,0.4,181,60.0,28,8,24,23,39.8,64.3,31.5,46.3,103,96,-0.1,-3.0,10.3,0.6
4062,Charles Thomas,2,0,0,0,0,0,0,0,0,0,36,1.3,0.6,0.6,0.0,0.1,0.1,48,22.0,22,1,4,2,35.3,66.7,11.8,37.3,107,84,-0.2,-6.0,6.1,-0.1
4063,Etan Thomas,5,0,0,0,0,0,0,0,0,0,409,5.7,4.7,0.4,1.0,0.3,0.0,2341,1927.0,149,427,128,0,51.3,60.3,,51.3,105,107,-1.0,-2.6,14.5,14.9
4064,Irving Thomas,4,0,0,0,0,0,0,0,0,0,26,1.8,1.2,0.4,0.0,0.2,0.0,46,31.0,10,1,4,0,34.0,57.1,,34.0,104,84,-0.1,-6.3,7.3,-0.1
4065,Isaiah Thomas,1,0,0,2,1,0,0,0,0,0,473,18.9,2.6,5.1,0.1,0.9,1.9,8923,1207.0,2430,49,446,921,43.9,87.7,36.1,50.9,111,115,14.2,2.0,20.5,45.6
4066,Isiah Thomas,1,0,1,12,5,0,0,1,0,0,979,19.2,3.6,9.3,0.3,1.9,0.4,18822,3478.0,9061,249,1861,398,45.2,75.9,29.0,46.5,107,106,37.5,2.2,18.1,80.7
4067,Jamel Thomas,3,0,0,0,0,0,0,0,0,0,12,2.5,1.2,0.5,0.0,0.3,0.1,30,14.0,6,0,4,1,37.8,100.0,16.7,39.2,108,72,-0.3,-11.8,4.6,-0.3
4068,James Thomas,4,0,0,0,0,0,0,0,0,0,33,1.6,2.3,0.2,0.2,0.1,0.0,54,76.0,5,7,4,0,56.4,50.0,,56.4,107,105,-0.2,-5.1,9.1,0.4
4069,Jim Thomas,2,0,0,0,0,0,0,0,0,0,161,8.4,2.6,2.3,0.1,0.9,0.1,1355,418.0,377,12,142,9,47.1,76.3,17.0,47.5,109,105,0.3,-1.6,12.5,4.9
4070,Joe Thomas,3,0,0,0,0,0,0,0,0,0,39,1.4,1.1,0.4,,,,55,43.0,17,,,,26.7,45.0,,,,,,,4.3,-0.6
4071,John Thomas,5,0,0,0,0,0,0,0,0,0,208,2.7,2.1,0.3,0.2,0.3,0.0,560,432.0,60,50,69,0,50.2,59.1,0.0,50.2,107,104,-0.7,-3.3,9.4,3.2
4072,Kenny Thomas,4,0,0,0,0,0,0,0,0,0,632,9.3,6.9,1.5,0.4,0.8,0.1,5876,4341.0,975,276,527,59,46.5,69.9,24.4,47.1,104,102,6.6,-0.5,13.9,31.2
4073,Khyri Thomas,2,1,0,0,0,0,0,0,0,0,5,1.8,1.4,0.6,0.0,0.0,0.4,9,7.0,3,0,0,2,33.3,50.0,33.3,44.4,111,96,0.0,-4.4,8.8,0.0
4074,Kurt Thomas,5,0,0,0,0,0,0,0,0,0,1110,8.1,6.6,1.1,0.8,0.7,0.0,8973,7328.0,1204,841,724,9,48.6,76.0,28.1,48.7,101,105,13.2,-0.1,13.9,64.2
4075,Lance Thomas,4,1,0,0,0,0,0,0,0,0,361,5.2,2.6,0.7,0.1,0.4,0.4,1875,928.0,241,51,141,144,41.8,80.2,39.8,46.2,112,103,-3.0,-3.8,8.5,5.3
4076,Malcolm Thomas,4,0,0,0,0,0,0,0,0,0,40,1.9,2.4,0.4,0.2,0.2,0.0,76,96.0,14,7,6,1,43.5,60.0,9.1,44.2,105,87,-0.4,-6.9,8.4,0.1
4077,Ronald Thomas,4,0,0,0,0,0,0,0,0,0,264,4.0,4.1,0.8,0.2,0.7,0.0,1051,1075.0,198,39,160,3,46.8,53.6,21.4,47.0,97,99,1.8,0.4,12.6,7.4
4078,Terry Thomas,4,0,0,0,0,0,0,0,0,0,28,2.8,1.3,0.1,0.1,0.1,,77,36.0,3,2,4,,43.1,72.4,,,100,,-0.1,-6.1,16.3,0.2
4079,Tim Thomas,4,0,0,0,0,0,0,0,0,0,824,11.5,4.1,1.5,0.4,0.7,1.2,9454,3379.0,1272,300,609,962,43.7,75.8,36.9,49.7,108,104,5.4,-1.0,14.0,35.2
4080,Tyrus Thomas,5,0,0,0,0,0,0,0,0,0,402,7.7,4.8,0.9,1.3,0.8,0.0,3093,1938.0,347,525,328,8,43.8,73.2,23.5,43.9,102,98,1.7,-1.1,14.8,13.0
4081,Willis Thomas,2,0,0,0,0,0,0,0,0,0,62,9.0,1.8,0.9,,,0.0,555,114.0,55,,,0,44.2,74.2,0.0,44.2,,,,,12.3,1.5
4082,Trey Thompkins,5,0,0,0,0,0,0,0,0,0,24,2.4,1.0,0.1,0.1,0.1,0.2,57,24.0,3,3,3,4,39.3,71.4,30.8,42.6,105,90,-0.2,-8.9,12.0,0.0
4083,Bernard Thompson,2,0,0,0,0,0,0,0,0,0,204,5.3,1.7,1.3,0.1,0.6,0.0,1078,352.0,266,27,127,0,43.9,78.9,0.0,43.9,110,103,-0.5,-2.6,10.2,3.4
4084,Billy Thompson,3,0,0,0,0,0,0,0,0,0,300,8.6,5.4,1.7,0.9,0.5,0.0,2566,1615.0,514,272,158,2,50.5,67.4,15.4,50.5,108,103,3.2,-0.1,13.2,9.6
4085,Brooks Thompson,1,0,0,0,0,0,0,0,0,0,168,4.5,0.9,1.7,0.0,0.5,0.9,760,158.0,281,5,87,149,40.9,64.7,37.6,51.9,109,102,0.1,-1.7,13.4,2.0
4086,Corny Thompson,4,0,0,0,0,0,0,0,0,0,44,2.8,2.7,0.8,0.2,0.3,0.0,122,120.0,34,7,12,0,31.4,78.3,,31.4,109,89,-0.4,-5.1,6.0,-0.1
4087,David Thompson,3,0,1,5,2,0,0,0,0,0,592,22.7,4.1,3.3,0.9,1.0,0.1,13422,2446.0,1939,509,595,26,50.5,78.1,25.5,50.7,106,112,17.0,1.5,19.9,63.3
4088,Dijon Thompson,3,0,0,0,0,0,0,0,0,0,16,2.8,1.2,0.2,0.1,0.2,0.3,45,19.0,3,1,3,4,42.5,87.5,30.8,47.5,107,107,-0.1,-4.3,16.4,0.2
4089,George Thompson,1,0,0,3,0,0,0,0,0,0,437,18.6,3.3,3.6,0.2,1.2,0.3,8114,1457.0,1561,30,183,101,46.5,76.2,26.5,47.3,106,112,2.6,0.2,17.4,30.9
4090,Hollis Thompson,3,0,0,0,0,0,0,0,0,0,265,7.7,3.1,1.1,0.3,0.6,1.4,2050,829.0,292,68,166,363,41.3,70.7,38.6,51.4,111,104,-1.3,-2.8,9.6,6.5
4091,Jack Thompson,1,0,0,0,0,0,0,0,0,0,2,1.0,0.5,1.0,,,0.0,2,1.0,2,,,0,33.3,,0.0,33.3,,,,,5.0,0.0
4092,Jason Thompson,5,0,0,0,0,0,0,0,0,0,588,8.9,6.6,1.1,0.7,0.5,0.0,5210,3880.0,635,414,283,6,49.6,65.7,14.3,49.7,110,107,1.3,-1.7,13.5,23.8
4093,John Thompson,5,0,1,0,0,0,0,0,0,0,74,3.5,3.5,0.3,,,,262,260.0,19,,,,41.0,59.5,,,,,,,10.2,2.1
4094,Kevin Thompson,5,0,0,0,0,0,0,0,0,0,14,0.9,0.9,0.2,0.1,0.0,0.0,13,13.0,3,2,0,0,42.9,50.0,0.0,42.9,109,87,-0.1,-5.6,4.9,0.0
4095,Klay Thompson,2,1,0,4,2,0,0,0,0,0,572,19.3,3.5,2.3,0.5,0.9,2.9,11051,1974.0,1303,309,516,1644,45.7,85.0,41.6,54.7,108,108,10.1,0.1,16.2,42.6
4096,LaSalle Thompson,5,0,0,0,0,0,0,0,0,0,985,7.9,6.8,1.2,1.0,0.8,0.0,7806,6689.0,1139,972,741,4,49.2,73.7,15.4,49.2,106,103,8.3,-0.5,13.6,35.0
4097,Mychal Thompson,5,0,0,0,0,0,0,0,0,0,935,13.7,7.4,2.3,1.1,0.7,0.0,12810,6951.0,2141,1073,701,1,50.4,65.5,8.3,50.4,106,106,18.2,0.6,15.7,59.1
4098,Mychel Thompson,2,0,0,0,0,0,0,0,0,0,5,3.6,1.0,1.4,0.2,0.4,0.8,18,5.0,7,1,2,4,29.2,,36.4,37.5,113,76,-0.2,-8.3,2.2,-0.2
4099,Paul Thompson,3,0,0,0,0,0,0,0,0,0,154,8.9,3.5,1.5,0.5,0.9,0.1,1374,533.0,224,79,141,17,43.2,79.2,21.0,43.8,107,103,1.2,-0.4,13.7,4.9
4100,Stephen Thompson,2,0,0,0,0,0,0,0,0,0,19,1.6,1.0,0.4,0.2,0.3,0.0,31,19.0,8,3,6,0,37.8,37.5,0.0,37.8,108,89,0.0,-3.3,11.5,0.0
4101,Tristan Thompson,5,1,0,0,0,0,0,0,0,0,546,9.2,8.6,0.9,0.7,0.5,0.0,5008,4692.0,475,392,278,0,52.0,60.8,0.0,52.0,108,116,5.7,-0.5,15.5,39.7
4102,Skip Thoren,5,0,0,1,0,0,0,0,0,0,170,13.2,11.0,1.9,,,0.0,2239,1875.0,329,,,0,46.5,61.2,0.0,46.5,,,,,18.6,13.0
4103,Rod Thorn,1,0,1,0,0,0,0,0,0,0,466,10.8,3.1,2.6,,,,5012,1463.0,1214,,,,43.3,72.3,,,,,,,14.5,17.2
4104,Al Thornton,4,0,0,0,0,0,0,0,0,0,296,11.9,4.2,1.2,0.5,0.6,0.3,3527,1233.0,353,152,185,78,45.2,74.7,29.3,46.5,112,101,-3.1,-3.5,12.3,6.1
4105,Bob Thornton,4,0,0,0,0,0,0,0,0,0,283,3.0,2.5,0.3,0.1,0.3,0.0,844,712.0,99,35,74,2,44.4,55.8,22.2,44.6,109,93,-2.4,-4.8,6.2,1.3
4106,Dallas Thornton,3,0,0,0,0,0,0,0,0,0,50,6.8,2.8,1.5,,,0.0,341,141.0,74,,,2,43.3,65.5,18.2,43.7,,,,,9.0,1.3
4107,Marcus Thornton,2,0,0,0,0,0,0,0,0,0,483,11.9,2.8,1.4,0.1,0.8,1.5,5750,1348.0,677,61,405,735,42.5,83.0,35.8,49.8,111,108,3.4,-0.8,15.5,20.0
4108,Sindarius Thornwell,2,1,0,0,0,0,0,0,0,0,92,3.3,1.8,0.8,0.3,0.5,0.3,303,161.0,77,27,49,24,42.7,68.5,35.3,47.4,111,99,0.0,-2.0,7.7,0.9
4109,Otis Thorpe,5,0,0,1,0,0,0,0,0,0,1257,14.0,8.2,2.2,0.4,0.7,0.0,17600,10370.0,2730,501,840,3,54.6,68.7,4.7,54.6,107,112,32.2,1.2,16.0,106.4
4110,Sedale Threatt,2,0,0,0,0,0,0,0,0,0,951,9.8,1.8,3.8,0.1,1.2,0.2,9327,1709.0,3613,136,1138,188,48.5,81.5,29.3,49.6,110,111,6.8,-0.8,14.7,48.0
4111,Nate Thurmond,5,0,1,7,0,5,0,0,0,0,964,15.0,15.0,2.7,2.1,0.5,,14437,14464.0,2575,553,125,,42.1,66.7,,,93,,6.3,1.3,16.5,78.0
4112,Mel Thurston,1,0,0,0,0,0,0,0,0,0,14,5.6,,0.3,,,,78,,4,,,,28.3,50.0,,,,,,,,-0.1
4113,Hal Tidrick,3,0,0,0,0,0,0,0,0,0,61,9.0,,1.7,,,,552,,101,,,,31.5,80.0,,,,,,,,2.5
4114,Dan Tieman,1,0,0,0,0,0,0,0,0,0,29,1.2,0.8,0.9,,,,34,22.0,27,,,,26.3,40.0,,,,,,,4.1,-0.5
4115,Darren Tillis,5,0,0,0,0,0,0,0,0,0,124,3.4,2.5,0.3,0.7,0.2,0.0,425,314.0,42,90,20,0,42.3,62.6,0.0,42.3,106,95,-0.8,-4.7,10.0,0.9
4116,Jack Tingle,4,0,0,0,0,0,0,0,0,0,39,2.3,,0.2,,,,91,,8,,,,25.9,51.5,,,,,,,,0.4
4117,George Tinsley,3,0,0,0,0,0,0,0,0,0,133,5.3,2.9,0.9,,,0.0,704,385.0,114,,,6,42.2,74.3,20.0,42.7,,,,,11.2,3.1
4118,Jamaal Tinsley,1,0,0,0,0,0,0,0,0,0,547,8.5,2.9,6.1,0.3,1.4,0.7,4652,1605.0,3330,155,776,397,39.3,71.6,29.9,43.7,104,97,5.7,-0.4,13.6,17.2
4119,Wayman Tisdale,4,0,0,0,0,0,0,0,0,0,840,15.3,6.1,1.3,0.6,0.6,0.0,12878,5117.0,1077,500,464,0,50.5,76.0,0.0,50.5,109,107,0.0,-2.0,15.7,45.7
4120,Mike Tobey,5,0,0,0,0,0,0,0,0,0,2,1.0,1.5,0.5,0.0,0.0,0.0,2,3.0,1,0,0,0,25.0,,,25.0,116,73,0.0,-8.9,-0.1,0.0
4121,Mike Todorovich,4,0,0,0,0,0,0,0,0,0,131,11.0,6.9,2.9,,,,1445,455.0,386,,,,30.9,71.1,,,,,,,,5.3
4122,Ray Tolbert,4,0,0,0,0,0,0,0,0,0,261,3.6,2.3,0.5,0.4,0.3,0.0,928,609.0,135,101,71,0,49.5,54.4,0.0,49.5,105,96,-0.6,-2.9,9.8,2.9
4123,Tom Tolbert,4,0,0,0,0,0,0,0,0,0,312,6.5,4.0,0.9,0.3,0.4,0.1,2030,1251.0,285,109,116,29,46.0,71.6,29.6,46.8,110,104,-1.2,-2.8,10.5,6.6
4124,Anthony Tolliver,3,1,0,0,0,0,0,0,0,0,621,6.4,3.4,0.9,0.3,0.4,1.2,4000,2118.0,574,189,240,754,42.1,77.0,37.6,54.1,110,114,5.2,-0.3,11.4,24.6
4125,Dean Tolson,4,0,0,0,0,0,0,0,0,0,80,5.0,2.2,0.4,0.3,0.5,,402,179.0,34,27,36,,54.6,54.5,,,97,41,0.6,1.3,20.1,2.2
4126,Rudy Tomjanovich,4,0,0,5,0,0,0,0,0,0,768,17.4,8.1,2.0,0.3,0.7,0.3,13383,6198.0,1573,175,374,34,50.1,78.4,26.2,50.2,105,109,12.8,0.7,16.9,70.4
4127,Andrew Toney,2,0,0,2,0,0,0,0,0,0,468,15.9,2.2,4.2,0.2,0.8,0.3,7458,1009.0,1965,105,369,138,50.0,79.7,34.2,51.2,108,106,2.6,-1.2,16.1,26.9
4128,Sedric Toney,1,0,0,0,0,0,0,0,0,0,112,3.7,0.9,2.1,0.0,0.4,0.3,409,98.0,235,1,48,31,36.5,78.1,34.1,40.6,112,95,-1.5,-6.1,7.8,0.0
4129,Andy Tonkovich,1,0,0,0,0,0,0,0,0,0,17,2.6,,0.6,,,,44,,10,,,,26.8,66.7,,,,,,,,-0.4
4130,Andy Toolson,3,0,0,0,0,0,0,0,0,0,60,2.7,1.2,0.5,0.0,0.2,0.3,159,73.0,32,2,14,15,39.7,75.7,34.1,44.9,108,100,-0.1,-2.6,8.0,0.6
4131,Jack Toomay,5,0,0,0,0,0,0,0,0,0,131,6.7,,0.9,,,,876,,113,,,,37.6,69.1,,,,,,,,6.3
4132,Bernard Toone,4,0,0,0,0,0,0,0,0,0,23,2.4,1.5,0.5,0.2,0.2,0.0,55,34.0,12,5,4,1,35.9,80.0,14.3,36.7,100,82,-0.1,-6.0,8.9,-0.1
4133,Irv Torgoff,4,0,0,0,0,0,0,0,0,0,147,6.8,,0.7,,,,997,,106,,,,24.6,77.1,,,,,,,,6.5
4134,Gene Tormohlen,5,0,0,0,0,0,0,0,0,0,271,4.4,4.1,0.9,,,,1191,1122.0,257,,,,41.1,57.9,,,,,,,11.9,2.3
4135,Oscar Torres,2,0,0,0,0,0,0,0,0,0,82,5.4,1.6,0.5,0.1,0.4,0.5,442,134.0,43,11,29,44,40.1,76.8,31.7,45.9,112,103,-0.5,-3.9,11.7,1.1
4136,Bill Tosheff,1,0,0,0,0,0,0,0,0,0,203,9.2,3.0,3.3,,,,1859,608.0,661,,,,31.5,79.3,,,,,,,11.2,5.2
4137,Bob Tough,2,0,0,0,0,0,0,0,0,0,82,7.1,,1.7,,,,579,,137,,,,27.8,71.3,,,,,,,,-0.8
4138,Axel Toupane,3,0,0,0,0,0,0,0,0,0,25,3.5,1.3,0.6,0.3,0.3,0.6,87,32.0,15,7,8,14,38.0,76.5,31.8,46.8,112,107,-0.1,-2.9,7.0,0.4
4139,Monte Towe,1,0,0,1,0,0,0,0,0,0,115,2.8,0.8,1.9,0.0,0.5,0.1,319,89.0,223,5,53,9,40.4,78.3,21.4,41.8,102,88,-0.9,-5.4,9.6,0.2
4140,Keith Tower,5,0,0,0,0,0,0,0,0,0,53,1.8,1.3,0.1,0.2,0.1,0.0,98,69.0,7,12,6,0,42.9,55.6,0.0,42.9,112,92,-0.5,-6.8,5.9,0.0
4141,Blackie Towery,4,0,0,0,0,0,0,0,0,0,128,9.4,,2.4,,,,1198,,313,,,,29.3,74.8,,,,,,,,4.2
4142,Linton Townes,3,0,0,0,0,0,0,0,0,0,60,4.3,1.1,0.5,0.1,0.3,0.2,257,67.0,32,7,20,9,44.0,75.0,36.0,45.8,106,99,-0.2,-3.8,11.5,0.6
4143,Karl-Anthony Towns,5,1,0,1,1,0,0,0,0,0,280,21.5,11.7,2.4,1.5,0.7,1.1,6017,3272.0,671,413,207,311,53.6,83.8,38.7,57.2,108,119,15.6,4.4,24.2,38.3
4144,Raymond Townsend,2,0,0,0,0,0,0,0,0,0,154,4.8,1.0,1.4,0.1,0.6,0.1,745,157.0,217,10,90,6,41.1,70.3,17.1,41.5,107,94,-1.3,-4.6,9.8,1.0
4145,George Trapp,4,0,0,0,0,0,0,0,0,0,379,8.8,3.9,1.0,0.3,0.5,,3353,1466.0,375,71,117,,44.4,75.2,,,98,,-1.9,-3.8,13.3,8.4
4146,John Trapp,3,0,0,0,0,0,0,0,0,0,303,7.2,4.4,1.0,,,0.0,2193,1320.0,303,,,0,42.0,71.7,0.0,42.0,,,,,10.7,6.4
4147,Robert Traylor,5,0,0,0,0,0,0,0,0,0,438,4.8,3.7,0.7,0.7,0.6,0.0,2085,1640.0,312,306,280,4,47.4,57.7,16.7,47.5,100,101,3.6,0.3,14.5,13.3
4148,Gary Trent,5,0,0,0,0,0,0,0,0,0,506,8.6,4.5,1.0,0.3,0.4,0.0,4366,2276.0,504,174,223,4,50.1,64.3,8.0,50.1,104,106,1.7,-1.3,15.9,23.2
4149,Gary Trent Jr.,2,1,0,0,0,0,0,0,0,0,3,3.3,1.3,0.0,0.0,0.0,0.7,10,4.0,0,0,0,2,30.8,0.0,40.0,38.5,114,70,-0.1,-22.6,0.3,-0.1
4150,Jeff Trepagnier,2,0,0,0,0,0,0,0,0,0,31,2.8,1.4,0.7,0.1,0.6,0.2,88,43.0,22,4,19,6,33.7,70.0,46.2,36.6,101,80,-0.2,-4.8,9.5,-0.2
4151,John Tresvant,4,0,0,0,0,0,0,0,0,0,559,9.2,6.3,1.4,,,,5118,3546.0,806,,,,45.1,69.3,,,,,,,13.5,24.4
4152,Allonzo Trier,2,1,0,0,0,0,0,0,0,0,28,11.1,3.1,1.8,0.4,0.4,0.6,312,86.0,50,10,11,18,46.7,80.0,37.5,50.7,117,106,-0.3,-3.9,13.2,0.5
4153,Dick Triptow,2,0,0,0,0,0,0,0,0,0,59,5.7,,1.6,,,,336,,97,,,,27.5,72.7,,,,,,,,1.4
4154,Kelly Tripucka,3,0,0,2,0,0,0,0,0,0,707,17.2,3.8,3.0,0.2,1.0,0.2,12142,2703.0,2090,137,678,168,47.3,84.9,36.1,48.2,110,109,11.3,0.1,16.2,44.4
4155,Ansley Truitt,4,0,0,0,0,0,0,0,0,0,16,2.4,2.4,0.1,,,0.0,39,38.0,2,,,0,42.9,33.3,,42.9,,,,,12.9,-0.1
4156,Cezary Trybanski,5,0,0,0,0,0,0,0,0,0,22,0.7,0.7,0.0,0.3,0.0,0.0,15,15.0,1,7,1,0,20.8,41.7,,20.8,109,50,-0.3,-12.8,-3.0,-0.5
4157,Jake Tsakalidis,5,0,0,0,0,0,0,0,0,0,315,4.8,3.9,0.3,0.7,0.2,0.0,1497,1238.0,101,223,73,0,49.0,65.7,0.0,49.0,102,103,-1.3,-3.1,11.8,9.9
4158,John Tschogl,3,0,0,0,0,0,0,0,0,0,113,2.5,1.8,0.6,0.4,0.4,,277,208.0,69,45,42,,35.6,58.1,,,99,,-0.8,-4.8,7.3,-0.3
4159,Lou Tsioropoulos,3,0,0,0,0,0,0,0,0,0,157,5.8,4.8,1.1,,,,910,751.0,165,,,,31.5,71.7,,,,,,,7.7,2.1
4160,Nikoloz Tskitishvili,4,0,0,0,0,0,0,0,0,0,172,2.9,1.8,0.7,0.3,0.3,0.3,507,307.0,114,50,46,43,30.4,73.0,23.5,33.8,104,79,-2.1,-6.3,5.2,-1.6
4161,Al Tucker,4,0,0,0,0,0,0,0,0,0,352,10.1,4.9,1.0,,,0.3,3541,1740.0,342,,,33,45.6,72.7,37.1,46.1,,,,,13.1,11.1
4162,Alando Tucker,3,0,0,0,0,0,0,0,0,0,51,4.1,1.0,0.3,0.0,0.1,0.2,211,49.0,16,2,5,10,42.3,78.3,29.4,45.1,117,106,-0.5,-6.7,13.0,0.4
4163,Anthony Tucker,3,0,0,0,0,0,0,0,0,0,62,3.9,2.7,1.1,0.2,0.7,0.0,243,170.0,68,11,46,0,45.7,61.4,0.0,45.7,110,97,-0.2,-2.9,9.2,0.6
4164,Jim Tucker,4,0,0,0,0,0,0,0,0,0,99,4.1,3.5,0.5,,,,407,349.0,52,,,,34.9,76.2,,,,,,,8.5,1.3
4165,P.J. Tucker,4,1,0,0,0,0,0,0,0,0,533,7.5,5.7,1.4,0.3,1.2,0.9,3977,3058.0,762,141,619,502,42.7,74.3,36.2,50.1,108,109,10.5,0.7,11.1,26.8
4166,Trent Tucker,2,0,0,0,0,0,0,0,0,0,756,8.2,2.0,2.0,0.1,0.9,0.8,6236,1520.0,1532,88,679,575,46.1,75.4,40.8,51.2,108,111,9.0,0.3,12.9,34.3
4167,Ronny Turiaf,5,0,0,0,0,0,0,0,0,0,473,4.7,3.7,1.3,1.3,0.4,0.0,2209,1757.0,618,593,181,0,53.3,63.6,0.0,53.3,106,114,6.0,1.0,13.8,19.2
4168,Mirsad Turkcan,4,0,0,0,0,0,0,0,0,0,17,1.9,1.9,0.3,0.1,0.2,0.0,33,33.0,5,1,3,0,36.8,62.5,0.0,36.8,102,86,-0.1,-6.0,11.1,0.0
4169,Hedo Turkoglu,4,0,0,0,0,0,0,0,0,0,997,11.1,4.0,2.8,0.3,0.8,1.2,11022,3971.0,2832,299,750,1246,42.6,78.4,38.4,49.5,105,108,21.4,1.2,14.3,63.3
4170,Andre Turner,1,0,0,0,0,0,0,0,0,0,170,4.5,1.5,3.1,0.0,0.8,0.1,767,263.0,535,3,137,14,42.2,76.4,23.7,43.2,109,97,-1.1,-3.7,12.0,1.8
4171,Bill Turner,3,0,0,0,0,0,0,0,0,0,294,5.4,3.5,0.6,,,,1597,1039.0,167,,,,40.7,72.8,,,,,,,10.7,4.8
4172,Elston Turner,3,0,0,0,0,0,0,0,0,0,505,4.7,2.7,1.8,0.1,0.9,0.0,2397,1375.0,914,27,442,7,43.2,71.4,15.2,43.3,109,100,0.9,-1.6,9.6,8.5
4173,Evan Turner,2,1,0,0,0,0,0,0,0,0,646,10.1,4.8,3.5,0.3,0.8,0.4,6536,3075.0,2276,170,511,263,43.4,78.3,29.6,45.6,106,98,0.0,-2.0,12.0,19.1
4174,Gary Turner,4,0,0,0,0,0,0,0,0,0,2,3.0,1.5,0.0,,,0.0,6,3.0,0,,,0,100.0,66.7,,100.0,,,,,10.1,0.1
4175,Henry Turner,4,0,0,0,0,0,0,0,0,0,66,3.4,1.2,0.4,0.1,0.4,0.0,224,78.0,29,8,25,2,45.3,60.0,25.0,45.8,108,98,-0.2,-3.4,13.7,0.4
4176,Herschell Turner,1,0,0,0,0,0,0,0,0,0,41,3.2,1.8,1.1,,,0.1,131,74.0,45,,,6,32.1,48.9,23.1,34.0,,,,,2.2,-0.6
4177,Jack Turner,3,0,0,0,0,0,0,0,0,0,65,4.3,2.4,1.2,,,,282,154.0,77,,,,36.0,78.9,,,,,,,10.5,0.6
4178,Jack Turner,2,0,0,0,0,0,0,0,0,0,42,4.8,2.0,1.0,,,,200,85.0,44,,,,38.0,76.2,,,,,,,8.7,0.0
4179,Jeff Turner,3,0,0,0,0,0,0,0,0,0,612,6.0,3.3,1.0,0.1,0.4,0.1,3697,2036.0,635,85,215,73,46.7,76.9,34.4,47.8,111,100,-4.1,-3.4,8.4,8.9
4180,John Turner,3,0,0,0,0,0,0,0,0,0,42,2.8,1.9,0.3,0.1,0.1,0.0,117,78.0,12,4,6,0,43.9,52.5,,43.9,111,90,-0.5,-7.4,7.8,-0.1
4181,Myles Turner,5,1,0,0,0,0,0,0,0,0,240,12.7,6.6,1.2,2.0,0.6,0.5,3053,1589.0,293,472,151,121,49.7,77.6,34.9,52.2,104,110,5.0,0.9,17.1,18.3
4182,Wayne Turner,1,0,0,0,0,0,0,0,0,0,3,1.3,1.0,1.7,0.0,0.0,0.0,4,3.0,5,0,0,0,16.7,33.3,,16.7,113,60,-0.1,-12.1,-1.7,-0.1
4183,Melvin Turpin,5,0,0,0,0,0,0,0,0,0,361,8.5,4.6,0.5,1.0,0.4,0.0,3071,1655.0,183,348,155,1,51.6,77.7,11.1,51.6,106,106,1.0,-1.4,14.3,13.7
4184,Dave Twardzik,1,0,0,1,0,0,0,0,0,0,536,9.3,2.4,3.4,0.1,1.4,0.0,4977,1286.0,1823,46,650,13,52.7,82.1,24.5,52.9,104,110,8.4,0.8,13.8,33.4
